,zip,number
0,11372,6.507868500854736
1,11004,1.21955929387137
2,11040,1.0256273796738513
3,11426,0.8086062896243068
4,11365,1.318135894344357
5,11373,4.6439940663197
6,11001,1.16436811665112
7,11375,2.4606131076093707
8,11427,1.1693692696743556
9,11374,3.6848116952152803
10,11366,6.763728794498689
11,11423,1.7219191645228145
12,11428,2.1691299603848173
13,11432,2.778609776602779
14,11379,1.927965672379835
15,11429,1.536676558196593
16,11435,3.274838033641092
17,11415,2.9710254475224005
18,11418,3.493194150244816
19,11433,2.143929963881935
20,11451,0.0
21,11221,7.895702608338427
22,11421,5.800256545908009
23,11419,5.568297903627091
24,11434,1.7339266762544066
25,11216,8.20560913793149
26,11416,4.67041641428841
27,11233,6.464194658266965
28,11436,2.638407879512898
29,11213,7.141843620057588
30,11212,5.186063572861448
31,11225,9.888335264950031
32,11218,5.1037735200172305
33,11226,10.095766339626
34,11219,4.119255227492168
35,11210,3.6726024925398963
36,11230,4.673050374717445
37,11204,4.303735632402462
38,10471,0.629214887434172
39,10470,2.61053683444702
40,10466,3.4998422593480045
41,10467,4.823745203976263
42,10463,5.06665940113551
43,10475,0.8443493718394876
44,10464,0.21232601960019373
45,10469,2.459991443494859
46,10468,7.791543201674846
47,10463,5.06665940113551
48,10458,7.165374089274927
49,10034,7.304961967813299
50,10033,12.267227992842587
51,10462,3.6088443410044038
52,10040,9.05956368407402
53,10453,11.188997272164618
54,10465,1.170038922990815
55,10464,0.21232601960019373
56,10464,0.21232601960019373
57,10461,2.774574053112184
58,10457,7.526180360031439
59,10460,5.49442005880799
60,10032,9.336098920938868
61,10452,10.199131202560743
62,10456,8.421681412591301
63,10472,6.2445004981239505
64,10031,14.22777376487209
65,10039,9.973835596173222
66,10459,6.557307108690377
67,10451,5.0013635732536885
68,10473,2.221350298089943
69,10030,13.312001380927825
70,10027,7.331360911584875
71,10474,1.419950557332723
72,10455,6.023101165358367
73,10037,7.764660994769996
74,10024,5.423271441200381
75,10454,3.249782919398193
76,10026,12.36761374084594
77,10035,2.750604660750063
78,10025,9.317894741257497
79,10035,2.750604660750063
80,11357,1.3521355038480967
81,10029,7.190997127961611
82,00083,0.00365525795872045
83,11356,1.8642160402871097
84,11359,0.0426310541578072
85,11360,0.7758500429115922
86,11105,2.2165929323394757
87,10128,7.828050562065995
88,11371,0.020288970632743968
89,10023,8.815653252381455
90,11363,1.0646464360797205
91,10028,8.477911598241263
92,11354,1.8023672540196447
93,11102,5.054336355644329
94,11370,1.5302544095680701
95,10021,6.658324546743186
96,11361,1.5158426414708226
97,11358,1.8494196350493777
98,11362,0.6682449094801595
99,10044,0.528897727425472
100,11369,3.2081975238789098
101,11103,5.288196674107459
102,11106,4.3769172299612205
103,11368,2.701350663430018
104,11377,2.6634225406617027
105,10036,9.289071826975693
106,11355,2.8849962910969733
107,11101,2.2723071003407687
108,11364,0.7908884987597049
109,10018,5.377460715963654
110,10020,5.564343278844785
111,11005,0.08594541841030183
112,10017,6.113708084766992
113,10001,6.423173949197292
114,10011,8.919653486790088
115,10016,10.453781859371556
116,11104,5.368891097142116
117,11109,18.502295864761734
118,10010,8.161012831290192
119,11367,0.9700570381885547
120,10014,7.654554665070545
121,10003,11.73288616439297
122,11222,3.682592784987499
123,10002,7.730936295849917
124,11378,2.0695788034396623
125,10009,10.515911269568534
126,10012,11.243520865431618
127,10013,7.167898398039635
128,11211,3.7902412019087004
129,10007,8.262903349438384
130,11237,8.356902578668345
131,11385,3.070633154437993
132,10038,8.525137484292374
133,11206,6.055799150659943
134,10006,7.7651650881420755
135,11412,1.9037091692454462
136,10005,12.367365640237804
137,11251,0.020232535494017465
138,10004,2.009618218140199
139,11411,1.4887322203318296
140,11201,5.147355674504266
141,10004,2.009618218140199
142,11205,5.86665106958275
143,11208,3.4734988656085277
144,11207,3.9417013112237935
145,10004,2.009618218140199
146,10004,2.009618218140199
147,11413,1.2675523123568742
148,11217,7.353512569882387
149,11238,7.631478078208874
150,11231,2.6989892874571226
151,11422,1.222808426764155
152,11420,2.486604287112852
153,11417,3.6242221389693636
154,11215,3.531169830979355
155,11414,1.0663596235355144
156,11231,2.6989892874571226
157,11232,1.6997421081982735
158,11430,0.10919713806167662
159,11203,3.781195847499003
160,11239,0.3856951989499979
161,11236,2.1369873400356423
162,11220,4.569287705659752
163,10301,1.4256144971312035
164,10310,1.4572620176494668
165,10303,0.8580202661507842
166,11234,1.1679863491848979
167,10302,1.9103157815361587
168,11693,0.48739364005695357
169,11209,3.7007509787838115
170,10304,1.2517983938184114
171,10314,0.4697820783483613
