Complaint Type,year,month,monthSize
NONCONST,2012,8,6327
NONCONST,2012,9,5699
NONCONST,2012,10,4966
NONCONST,2012,11,4481
NONCONST,2012,12,4259
NONCONST,2013,1,4407
NONCONST,2013,2,3595
NONCONST,2013,3,3783
NONCONST,2013,4,4213
NONCONST,2013,5,4379
NONCONST,2013,6,4413
NONCONST,2013,7,5883
NONCONST,2013,8,5569
NONCONST,2013,9,4993
NONCONST,2013,10,4954
NONCONST,2013,11,3863
NONCONST,2013,12,3779
NONCONST,2014,1,4142
NONCONST,2014,2,3595
NONCONST,2014,3,1201
NORC Complaint,2011,4,1
NORC Complaint,2012,2,2
NORC Complaint,2012,4,1
NORC Complaint,2012,10,1
NORC Complaint,2013,2,1
NORC Complaint,2014,6,1
NORC Complaint,2014,10,1
NORC Complaint,2014,11,1
NORC Complaint,2015,5,1
NORC Complaint,2015,12,1
NORC Complaint,2016,7,1
NORC Complaint,2016,8,1
NORC Complaint,2016,9,2
NORC Complaint,2017,9,1
NORC Complaint,2017,12,3
NORC Complaint,2018,5,1
New Tree Request,2010,1,282
New Tree Request,2010,2,283
New Tree Request,2010,3,859
New Tree Request,2010,4,1796
New Tree Request,2010,5,1423
New Tree Request,2010,6,998
New Tree Request,2010,7,929
New Tree Request,2010,8,899
New Tree Request,2010,9,763
New Tree Request,2010,10,719
New Tree Request,2010,11,534
New Tree Request,2010,12,374
New Tree Request,2011,1,175
New Tree Request,2011,2,249
New Tree Request,2011,3,820
New Tree Request,2011,4,1410
New Tree Request,2011,5,1651
New Tree Request,2011,6,1334
New Tree Request,2011,7,938
New Tree Request,2011,8,712
New Tree Request,2011,9,732
New Tree Request,2011,10,563
New Tree Request,2011,11,659
New Tree Request,2011,12,606
New Tree Request,2012,1,434
New Tree Request,2012,2,347
New Tree Request,2012,3,981
New Tree Request,2012,4,1422
New Tree Request,2012,5,1228
New Tree Request,2012,6,1106
New Tree Request,2012,7,1042
New Tree Request,2012,8,957
New Tree Request,2012,9,800
New Tree Request,2012,10,503
New Tree Request,2012,12,524
New Tree Request,2013,1,602
New Tree Request,2013,2,1154
New Tree Request,2013,3,1726
New Tree Request,2013,4,2916
New Tree Request,2013,5,2771
New Tree Request,2013,6,1401
New Tree Request,2013,7,1753
New Tree Request,2013,8,1836
New Tree Request,2013,9,1517
New Tree Request,2013,10,1830
New Tree Request,2013,11,1022
New Tree Request,2013,12,723
New Tree Request,2014,1,707
New Tree Request,2014,2,326
New Tree Request,2014,3,1399
New Tree Request,2014,4,1816
New Tree Request,2014,5,3257
New Tree Request,2014,6,1974
New Tree Request,2014,7,1702
New Tree Request,2014,8,1547
New Tree Request,2014,9,1344
New Tree Request,2014,10,1371
New Tree Request,2014,11,903
New Tree Request,2014,12,1636
New Tree Request,2015,1,856
New Tree Request,2015,2,302
New Tree Request,2015,3,486
New Tree Request,2015,4,1309
New Tree Request,2015,5,2363
New Tree Request,2015,6,1878
New Tree Request,2015,7,1730
New Tree Request,2015,8,1299
New Tree Request,2015,9,1220
New Tree Request,2015,10,1266
New Tree Request,2015,11,1408
New Tree Request,2015,12,979
New Tree Request,2016,1,1451
New Tree Request,2016,2,848
New Tree Request,2016,3,1666
New Tree Request,2016,4,2068
New Tree Request,2016,5,1860
New Tree Request,2016,6,2018
New Tree Request,2016,7,1809
New Tree Request,2016,8,1483
New Tree Request,2016,9,1765
New Tree Request,2016,10,1152
New Tree Request,2016,11,1107
New Tree Request,2016,12,1110
New Tree Request,2017,1,968
New Tree Request,2017,2,843
New Tree Request,2017,3,1142
New Tree Request,2017,4,1971
New Tree Request,2017,5,2319
New Tree Request,2017,6,2213
New Tree Request,2017,7,1947
New Tree Request,2017,8,1483
New Tree Request,2017,9,1466
New Tree Request,2017,10,1158
New Tree Request,2017,11,832
New Tree Request,2017,12,670
New Tree Request,2018,1,828
New Tree Request,2018,2,1014
New Tree Request,2018,3,1402
New Tree Request,2018,4,1503
New Tree Request,2018,5,2589
New Tree Request,2018,6,2372
New Tree Request,2018,7,2901
New Tree Request,2018,8,1610
New Tree Request,2018,9,2026
New Tree Request,2018,10,2493
New Tree Request,2018,11,1102
New Tree Request,2018,12,855
New Tree Request,2019,1,678
New Tree Request,2019,2,1135
New Tree Request,2019,3,1411
New Tree Request,2019,4,2378
New Tree Request,2019,5,2675
New Tree Request,2019,6,2192
New Tree Request,2019,7,1152
New Tree Request,2019,8,1725
New Tree Request,2019,9,1658
New Tree Request,2019,10,1095
New Tree Request,2019,11,852
New Tree Request,2019,12,513
New Tree Request,2020,1,868
New Tree Request,2020,2,900
New Tree Request,2020,3,1279
New Tree Request,2020,4,316
No Child Left Behind,2010,1,2
No Child Left Behind,2010,6,2
No Child Left Behind,2010,8,2
No Child Left Behind,2010,9,7
No Child Left Behind,2010,10,1
No Child Left Behind,2010,12,1
No Child Left Behind,2011,1,2
No Child Left Behind,2011,3,1
No Child Left Behind,2011,5,1
No Child Left Behind,2011,6,2
No Child Left Behind,2011,9,2
Noise,2010,1,1792
Noise,2010,2,1584
Noise,2010,3,2406
Noise,2010,4,2975
Noise,2010,5,3459
Noise,2010,6,2862
Noise,2010,7,1896
Noise,2010,8,2310
Noise,2010,9,3151
Noise,2010,10,3041
Noise,2010,11,2705
Noise,2010,12,1681
Noise,2011,1,1711
Noise,2011,2,1789
Noise,2011,3,2399
Noise,2011,4,3021
Noise,2011,5,3879
Noise,2011,6,2986
Noise,2011,7,2105
Noise,2011,8,2437
Noise,2011,9,3110
Noise,2011,10,3317
Noise,2011,11,2944
Noise,2011,12,2343
Noise,2012,1,2222
Noise,2012,2,2459
Noise,2012,3,3463
Noise,2012,4,3315
Noise,2012,5,3630
Noise,2012,6,3151
Noise,2012,7,2198
Noise,2012,8,2838
Noise,2012,9,3227
Noise,2012,10,3185
Noise,2012,11,2078
Noise,2012,12,2412
Noise,2013,1,2698
Noise,2013,2,2408
Noise,2013,3,3223
Noise,2013,4,3848
Noise,2013,5,3811
Noise,2013,6,3426
Noise,2013,7,2462
Noise,2013,8,3403
Noise,2013,9,3570
Noise,2013,10,4467
Noise,2013,11,3272
Noise,2013,12,2662
Noise,2014,1,2683
Noise,2014,2,2640
Noise,2014,3,4096
Noise,2014,4,4829
Noise,2014,5,5738
Noise,2014,6,4915
Noise,2014,7,4017
Noise,2014,8,4147
Noise,2014,9,4883
Noise,2014,10,5368
Noise,2014,11,4275
Noise,2014,12,3585
Noise,2015,1,3247
Noise,2015,2,2951
Noise,2015,3,4115
Noise,2015,4,5450
Noise,2015,5,5980
Noise,2015,6,5242
Noise,2015,7,4232
Noise,2015,8,4148
Noise,2015,9,5189
Noise,2015,10,6179
Noise,2015,11,5863
Noise,2015,12,4769
Noise,2016,1,3825
Noise,2016,2,4513
Noise,2016,3,5739
Noise,2016,4,5930
Noise,2016,5,5901
Noise,2016,6,5151
Noise,2016,7,3853
Noise,2016,8,3805
Noise,2016,9,5186
Noise,2016,10,5696
Noise,2016,11,4929
Noise,2016,12,3965
Noise,2017,1,4402
Noise,2017,2,4343
Noise,2017,3,4543
Noise,2017,4,6410
Noise,2017,5,6004
Noise,2017,6,5354
Noise,2017,7,4107
Noise,2017,8,4483
Noise,2017,9,5633
Noise,2017,10,6260
Noise,2017,11,5026
Noise,2017,12,3605
Noise,2018,1,3934
Noise,2018,2,4413
Noise,2018,3,5031
Noise,2018,4,6186
Noise,2018,5,6234
Noise,2018,6,6084
Noise,2018,7,4324
Noise,2018,8,3991
Noise,2018,9,4992
Noise,2018,10,6196
Noise,2018,11,5122
Noise,2018,12,4191
Noise,2019,1,4856
Noise,2019,2,5062
Noise,2019,3,5652
Noise,2019,4,5777
Noise,2019,5,5825
Noise,2019,6,5493
Noise,2019,7,3149
Noise,2019,8,3801
Noise,2019,9,5049
Noise,2019,10,4877
Noise,2019,11,3890
Noise,2019,12,2853
Noise,2020,1,3761
Noise,2020,2,3422
Noise,2020,3,4266
Noise,2020,4,939
Noise - Commercial,2010,1,1528
Noise - Commercial,2010,2,1426
Noise - Commercial,2010,3,1723
Noise - Commercial,2010,4,2127
Noise - Commercial,2010,5,2272
Noise - Commercial,2010,6,1519
Noise - Commercial,2010,7,1123
Noise - Commercial,2010,8,1535
Noise - Commercial,2010,9,1892
Noise - Commercial,2010,10,2484
Noise - Commercial,2010,11,1782
Noise - Commercial,2010,12,1488
Noise - Commercial,2011,1,1339
Noise - Commercial,2011,2,1258
Noise - Commercial,2011,3,1542
Noise - Commercial,2011,4,1536
Noise - Commercial,2011,5,1872
Noise - Commercial,2011,6,1561
Noise - Commercial,2011,7,1060
Noise - Commercial,2011,8,1087
Noise - Commercial,2011,9,1776
Noise - Commercial,2011,10,1959
Noise - Commercial,2011,11,1626
Noise - Commercial,2011,12,1722
Noise - Commercial,2012,1,1511
Noise - Commercial,2012,2,1585
Noise - Commercial,2012,3,1939
Noise - Commercial,2012,4,1926
Noise - Commercial,2012,5,2073
Noise - Commercial,2012,6,1663
Noise - Commercial,2012,7,1235
Noise - Commercial,2012,8,1420
Noise - Commercial,2012,9,2301
Noise - Commercial,2012,10,1938
Noise - Commercial,2012,11,1236
Noise - Commercial,2012,12,1772
Noise - Commercial,2013,1,1668
Noise - Commercial,2013,2,1631
Noise - Commercial,2013,3,2007
Noise - Commercial,2013,4,2226
Noise - Commercial,2013,5,2704
Noise - Commercial,2013,6,2347
Noise - Commercial,2013,7,1421
Noise - Commercial,2013,8,2070
Noise - Commercial,2013,9,2637
Noise - Commercial,2013,10,2992
Noise - Commercial,2013,11,2508
Noise - Commercial,2013,12,2309
Noise - Commercial,2014,1,2181
Noise - Commercial,2014,2,1971
Noise - Commercial,2014,3,2764
Noise - Commercial,2014,4,2955
Noise - Commercial,2014,5,4090
Noise - Commercial,2014,6,3648
Noise - Commercial,2014,7,2597
Noise - Commercial,2014,8,3316
Noise - Commercial,2014,9,3371
Noise - Commercial,2014,10,3722
Noise - Commercial,2014,11,3378
Noise - Commercial,2014,12,3332
Noise - Commercial,2015,1,3039
Noise - Commercial,2015,2,2707
Noise - Commercial,2015,3,3098
Noise - Commercial,2015,4,4223
Noise - Commercial,2015,5,4922
Noise - Commercial,2015,6,3886
Noise - Commercial,2015,7,2929
Noise - Commercial,2015,8,3044
Noise - Commercial,2015,9,3788
Noise - Commercial,2015,10,4371
Noise - Commercial,2015,11,4126
Noise - Commercial,2015,12,3976
Noise - Commercial,2016,1,3369
Noise - Commercial,2016,2,3308
Noise - Commercial,2016,3,4209
Noise - Commercial,2016,4,4989
Noise - Commercial,2016,5,5536
Noise - Commercial,2016,6,4983
Noise - Commercial,2016,7,3056
Noise - Commercial,2016,8,2849
Noise - Commercial,2016,9,4162
Noise - Commercial,2016,10,4748
Noise - Commercial,2016,11,3859
Noise - Commercial,2016,12,3938
Noise - Commercial,2017,1,3808
Noise - Commercial,2017,2,3258
Noise - Commercial,2017,3,3357
Noise - Commercial,2017,4,4511
Noise - Commercial,2017,5,4510
Noise - Commercial,2017,6,4271
Noise - Commercial,2017,7,3659
Noise - Commercial,2017,8,3714
Noise - Commercial,2017,9,4543
Noise - Commercial,2017,10,4551
Noise - Commercial,2017,11,3386
Noise - Commercial,2017,12,3852
Noise - Commercial,2018,1,3456
Noise - Commercial,2018,2,3112
Noise - Commercial,2018,3,3582
Noise - Commercial,2018,4,4021
Noise - Commercial,2018,5,4744
Noise - Commercial,2018,6,4360
Noise - Commercial,2018,7,2974
Noise - Commercial,2018,8,3114
Noise - Commercial,2018,9,4178
Noise - Commercial,2018,10,4316
Noise - Commercial,2018,11,3275
Noise - Commercial,2018,12,3628
Noise - Commercial,2019,1,3148
Noise - Commercial,2019,2,2910
Noise - Commercial,2019,3,3704
Noise - Commercial,2019,4,3681
Noise - Commercial,2019,5,4765
Noise - Commercial,2019,6,4489
Noise - Commercial,2019,7,2114
Noise - Commercial,2019,8,2593
Noise - Commercial,2019,9,3526
Noise - Commercial,2019,10,3737
Noise - Commercial,2019,11,2994
Noise - Commercial,2019,12,2831
Noise - Commercial,2020,1,3052
Noise - Commercial,2020,2,2772
Noise - Commercial,2020,3,2222
Noise - Commercial,2020,4,480
Noise - Helicopter,2010,5,54
Noise - Helicopter,2010,6,97
Noise - Helicopter,2010,7,56
Noise - Helicopter,2010,8,49
Noise - Helicopter,2010,9,81
Noise - Helicopter,2010,10,84
Noise - Helicopter,2010,11,47
Noise - Helicopter,2010,12,29
Noise - Helicopter,2011,1,98
Noise - Helicopter,2011,2,54
Noise - Helicopter,2011,3,70
Noise - Helicopter,2011,4,159
Noise - Helicopter,2011,5,143
Noise - Helicopter,2011,6,154
Noise - Helicopter,2011,7,80
Noise - Helicopter,2011,8,55
Noise - Helicopter,2011,9,52
Noise - Helicopter,2011,10,135
Noise - Helicopter,2011,11,202
Noise - Helicopter,2011,12,78
Noise - Helicopter,2012,1,72
Noise - Helicopter,2012,2,53
Noise - Helicopter,2012,3,83
Noise - Helicopter,2012,4,55
Noise - Helicopter,2012,5,95
Noise - Helicopter,2012,6,73
Noise - Helicopter,2012,7,23
Noise - Helicopter,2012,8,30
Noise - Helicopter,2012,9,52
Noise - Helicopter,2012,10,76
Noise - Helicopter,2012,11,49
Noise - Helicopter,2012,12,30
Noise - Helicopter,2013,1,32
Noise - Helicopter,2013,2,17
Noise - Helicopter,2013,3,66
Noise - Helicopter,2013,4,47
Noise - Helicopter,2013,5,84
Noise - Helicopter,2013,6,84
Noise - Helicopter,2013,7,32
Noise - Helicopter,2013,8,86
Noise - Helicopter,2013,9,84
Noise - Helicopter,2013,10,110
Noise - Helicopter,2013,11,63
Noise - Helicopter,2013,12,64
Noise - Helicopter,2014,1,49
Noise - Helicopter,2014,2,61
Noise - Helicopter,2014,3,86
Noise - Helicopter,2014,4,112
Noise - Helicopter,2014,5,68
Noise - Helicopter,2014,6,117
Noise - Helicopter,2014,7,84
Noise - Helicopter,2014,8,110
Noise - Helicopter,2014,9,105
Noise - Helicopter,2014,10,73
Noise - Helicopter,2014,11,134
Noise - Helicopter,2014,12,291
Noise - Helicopter,2015,1,70
Noise - Helicopter,2015,2,37
Noise - Helicopter,2015,3,53
Noise - Helicopter,2015,4,260
Noise - Helicopter,2015,5,180
Noise - Helicopter,2015,6,123
Noise - Helicopter,2015,7,149
Noise - Helicopter,2015,8,211
Noise - Helicopter,2015,9,93
Noise - Helicopter,2015,10,160
Noise - Helicopter,2015,11,83
Noise - Helicopter,2015,12,86
Noise - Helicopter,2016,1,42
Noise - Helicopter,2016,2,59
Noise - Helicopter,2016,3,121
Noise - Helicopter,2016,4,133
Noise - Helicopter,2016,5,118
Noise - Helicopter,2016,6,82
Noise - Helicopter,2016,7,72
Noise - Helicopter,2016,8,54
Noise - Helicopter,2016,9,123
Noise - Helicopter,2016,10,91
Noise - Helicopter,2016,11,74
Noise - Helicopter,2016,12,44
Noise - Helicopter,2017,1,55
Noise - Helicopter,2017,2,65
Noise - Helicopter,2017,3,52
Noise - Helicopter,2017,4,73
Noise - Helicopter,2017,5,76
Noise - Helicopter,2017,6,108
Noise - Helicopter,2017,7,95
Noise - Helicopter,2017,8,112
Noise - Helicopter,2017,9,164
Noise - Helicopter,2017,10,161
Noise - Helicopter,2017,11,57
Noise - Helicopter,2017,12,45
Noise - Helicopter,2018,1,51
Noise - Helicopter,2018,2,43
Noise - Helicopter,2018,3,94
Noise - Helicopter,2018,4,72
Noise - Helicopter,2018,5,77
Noise - Helicopter,2018,6,104
Noise - Helicopter,2018,7,100
Noise - Helicopter,2018,8,99
Noise - Helicopter,2018,9,114
Noise - Helicopter,2018,10,115
Noise - Helicopter,2018,11,71
Noise - Helicopter,2018,12,99
Noise - Helicopter,2019,1,62
Noise - Helicopter,2019,2,45
Noise - Helicopter,2019,3,96
Noise - Helicopter,2019,4,128
Noise - Helicopter,2019,5,255
Noise - Helicopter,2019,6,271
Noise - Helicopter,2019,7,117
Noise - Helicopter,2019,8,247
Noise - Helicopter,2019,9,404
Noise - Helicopter,2019,10,528
Noise - Helicopter,2019,11,450
Noise - Helicopter,2019,12,729
Noise - Helicopter,2020,1,810
Noise - Helicopter,2020,2,588
Noise - Helicopter,2020,3,371
Noise - Helicopter,2020,4,142
Noise - House of Worship,2010,1,54
Noise - House of Worship,2010,2,34
Noise - House of Worship,2010,3,56
Noise - House of Worship,2010,4,110
Noise - House of Worship,2010,5,132
Noise - House of Worship,2010,6,111
Noise - House of Worship,2010,7,112
Noise - House of Worship,2010,8,127
Noise - House of Worship,2010,9,153
Noise - House of Worship,2010,10,102
Noise - House of Worship,2010,11,62
Noise - House of Worship,2010,12,59
Noise - House of Worship,2011,1,40
Noise - House of Worship,2011,2,44
Noise - House of Worship,2011,3,72
Noise - House of Worship,2011,4,89
Noise - House of Worship,2011,5,155
Noise - House of Worship,2011,6,130
Noise - House of Worship,2011,7,143
Noise - House of Worship,2011,8,125
Noise - House of Worship,2011,9,156
Noise - House of Worship,2011,10,101
Noise - House of Worship,2011,11,67
Noise - House of Worship,2011,12,50
Noise - House of Worship,2012,1,53
Noise - House of Worship,2012,2,58
Noise - House of Worship,2012,3,74
Noise - House of Worship,2012,4,80
Noise - House of Worship,2012,5,89
Noise - House of Worship,2012,6,105
Noise - House of Worship,2012,7,92
Noise - House of Worship,2012,8,175
Noise - House of Worship,2012,9,93
Noise - House of Worship,2012,10,85
Noise - House of Worship,2012,11,46
Noise - House of Worship,2012,12,52
Noise - House of Worship,2013,1,32
Noise - House of Worship,2013,2,59
Noise - House of Worship,2013,3,66
Noise - House of Worship,2013,4,70
Noise - House of Worship,2013,5,81
Noise - House of Worship,2013,6,108
Noise - House of Worship,2013,7,81
Noise - House of Worship,2013,8,164
Noise - House of Worship,2013,9,135
Noise - House of Worship,2013,10,73
Noise - House of Worship,2013,11,63
Noise - House of Worship,2013,12,60
Noise - House of Worship,2014,1,23
Noise - House of Worship,2014,2,44
Noise - House of Worship,2014,3,69
Noise - House of Worship,2014,4,72
Noise - House of Worship,2014,5,104
Noise - House of Worship,2014,6,113
Noise - House of Worship,2014,7,108
Noise - House of Worship,2014,8,137
Noise - House of Worship,2014,9,121
Noise - House of Worship,2014,10,115
Noise - House of Worship,2014,11,71
Noise - House of Worship,2014,12,44
Noise - House of Worship,2015,1,35
Noise - House of Worship,2015,2,51
Noise - House of Worship,2015,3,57
Noise - House of Worship,2015,4,93
Noise - House of Worship,2015,5,180
Noise - House of Worship,2015,6,86
Noise - House of Worship,2015,7,161
Noise - House of Worship,2015,8,114
Noise - House of Worship,2015,9,89
Noise - House of Worship,2015,10,87
Noise - House of Worship,2015,11,69
Noise - House of Worship,2015,12,48
Noise - House of Worship,2016,1,36
Noise - House of Worship,2016,2,45
Noise - House of Worship,2016,3,59
Noise - House of Worship,2016,4,74
Noise - House of Worship,2016,5,92
Noise - House of Worship,2016,6,98
Noise - House of Worship,2016,7,90
Noise - House of Worship,2016,8,81
Noise - House of Worship,2016,9,98
Noise - House of Worship,2016,10,109
Noise - House of Worship,2016,11,74
Noise - House of Worship,2016,12,65
Noise - House of Worship,2017,1,60
Noise - House of Worship,2017,2,36
Noise - House of Worship,2017,3,42
Noise - House of Worship,2017,4,82
Noise - House of Worship,2017,5,94
Noise - House of Worship,2017,6,152
Noise - House of Worship,2017,7,79
Noise - House of Worship,2017,8,96
Noise - House of Worship,2017,9,85
Noise - House of Worship,2017,10,78
Noise - House of Worship,2017,11,51
Noise - House of Worship,2017,12,51
Noise - House of Worship,2018,1,29
Noise - House of Worship,2018,2,60
Noise - House of Worship,2018,3,60
Noise - House of Worship,2018,4,66
Noise - House of Worship,2018,5,83
Noise - House of Worship,2018,6,110
Noise - House of Worship,2018,7,65
Noise - House of Worship,2018,8,51
Noise - House of Worship,2018,9,94
Noise - House of Worship,2018,10,48
Noise - House of Worship,2018,11,35
Noise - House of Worship,2018,12,52
Noise - House of Worship,2019,1,43
Noise - House of Worship,2019,2,35
Noise - House of Worship,2019,3,68
Noise - House of Worship,2019,4,74
Noise - House of Worship,2019,5,78
Noise - House of Worship,2019,6,102
Noise - House of Worship,2019,7,54
Noise - House of Worship,2019,8,76
Noise - House of Worship,2019,9,80
Noise - House of Worship,2019,10,75
Noise - House of Worship,2019,11,31
Noise - House of Worship,2019,12,41
Noise - House of Worship,2020,1,26
Noise - House of Worship,2020,2,34
Noise - House of Worship,2020,3,46
Noise - House of Worship,2020,4,31
Noise - Park,2010,1,25
Noise - Park,2010,2,11
Noise - Park,2010,3,77
Noise - Park,2010,4,185
Noise - Park,2010,5,294
Noise - Park,2010,6,332
Noise - Park,2010,7,357
Noise - Park,2010,8,443
Noise - Park,2010,9,334
Noise - Park,2010,10,146
Noise - Park,2010,11,51
Noise - Park,2010,12,7
Noise - Park,2011,1,7
Noise - Park,2011,2,26
Noise - Park,2011,3,55
Noise - Park,2011,4,140
Noise - Park,2011,5,329
Noise - Park,2011,6,401
Noise - Park,2011,7,372
Noise - Park,2011,8,330
Noise - Park,2011,9,363
Noise - Park,2011,10,182
Noise - Park,2011,11,76
Noise - Park,2011,12,48
Noise - Park,2012,1,56
Noise - Park,2012,2,61
Noise - Park,2012,3,166
Noise - Park,2012,4,183
Noise - Park,2012,5,340
Noise - Park,2012,6,498
Noise - Park,2012,7,444
Noise - Park,2012,8,520
Noise - Park,2012,9,398
Noise - Park,2012,10,127
Noise - Park,2012,11,54
Noise - Park,2012,12,42
Noise - Park,2013,1,24
Noise - Park,2013,2,32
Noise - Park,2013,3,62
Noise - Park,2013,4,199
Noise - Park,2013,5,374
Noise - Park,2013,6,491
Noise - Park,2013,7,453
Noise - Park,2013,8,589
Noise - Park,2013,9,386
Noise - Park,2013,10,218
Noise - Park,2013,11,65
Noise - Park,2013,12,47
Noise - Park,2014,1,19
Noise - Park,2014,2,12
Noise - Park,2014,3,62
Noise - Park,2014,4,125
Noise - Park,2014,5,412
Noise - Park,2014,6,718
Noise - Park,2014,7,797
Noise - Park,2014,8,866
Noise - Park,2014,9,458
Noise - Park,2014,10,248
Noise - Park,2014,11,77
Noise - Park,2014,12,40
Noise - Park,2015,1,17
Noise - Park,2015,2,16
Noise - Park,2015,3,36
Noise - Park,2015,4,200
Noise - Park,2015,5,510
Noise - Park,2015,6,623
Noise - Park,2015,7,733
Noise - Park,2015,8,909
Noise - Park,2015,9,543
Noise - Park,2015,10,249
Noise - Park,2015,11,174
Noise - Park,2015,12,99
Noise - Park,2016,1,30
Noise - Park,2016,2,31
Noise - Park,2016,3,138
Noise - Park,2016,4,181
Noise - Park,2016,5,414
Noise - Park,2016,6,743
Noise - Park,2016,7,601
Noise - Park,2016,8,684
Noise - Park,2016,9,621
Noise - Park,2016,10,286
Noise - Park,2016,11,109
Noise - Park,2016,12,48
Noise - Park,2017,1,45
Noise - Park,2017,2,91
Noise - Park,2017,3,48
Noise - Park,2017,4,286
Noise - Park,2017,5,402
Noise - Park,2017,6,855
Noise - Park,2017,7,803
Noise - Park,2017,8,863
Noise - Park,2017,9,660
Noise - Park,2017,10,459
Noise - Park,2017,11,118
Noise - Park,2017,12,46
Noise - Park,2018,1,35
Noise - Park,2018,2,100
Noise - Park,2018,3,57
Noise - Park,2018,4,200
Noise - Park,2018,5,580
Noise - Park,2018,6,851
Noise - Park,2018,7,788
Noise - Park,2018,8,658
Noise - Park,2018,9,564
Noise - Park,2018,10,271
Noise - Park,2018,11,74
Noise - Park,2018,12,61
Noise - Park,2019,1,32
Noise - Park,2019,2,64
Noise - Park,2019,3,113
Noise - Park,2019,4,296
Noise - Park,2019,5,592
Noise - Park,2019,6,1026
Noise - Park,2019,7,525
Noise - Park,2019,8,597
Noise - Park,2019,9,512
Noise - Park,2019,10,262
Noise - Park,2019,11,86
Noise - Park,2019,12,52
Noise - Park,2020,1,64
Noise - Park,2020,2,49
Noise - Park,2020,3,162
Noise - Park,2020,4,53
Noise - Residential,2010,1,9919
Noise - Residential,2010,2,9435
Noise - Residential,2010,3,9179
Noise - Residential,2010,4,10387
Noise - Residential,2010,5,11389
Noise - Residential,2010,6,8361
Noise - Residential,2010,7,8275
Noise - Residential,2010,8,9613
Noise - Residential,2010,9,10172
Noise - Residential,2010,10,10732
Noise - Residential,2010,11,9554
Noise - Residential,2010,12,8616
Noise - Residential,2011,1,9455
Noise - Residential,2011,2,8692
Noise - Residential,2011,3,9276
Noise - Residential,2011,4,9409
Noise - Residential,2011,5,10543
Noise - Residential,2011,6,9036
Noise - Residential,2011,7,8763
Noise - Residential,2011,8,7807
Noise - Residential,2011,9,9685
Noise - Residential,2011,10,9595
Noise - Residential,2011,11,9051
Noise - Residential,2011,12,10135
Noise - Residential,2012,1,9889
Noise - Residential,2012,2,9089
Noise - Residential,2012,3,10144
Noise - Residential,2012,4,10236
Noise - Residential,2012,5,11302
Noise - Residential,2012,6,10349
Noise - Residential,2012,7,9790
Noise - Residential,2012,8,10869
Noise - Residential,2012,9,13447
Noise - Residential,2012,10,11267
Noise - Residential,2012,11,9369
Noise - Residential,2012,12,12192
Noise - Residential,2013,1,11603
Noise - Residential,2013,2,10661
Noise - Residential,2013,3,12689
Noise - Residential,2013,4,11907
Noise - Residential,2013,5,14867
Noise - Residential,2013,6,14059
Noise - Residential,2013,7,11024
Noise - Residential,2013,8,14390
Noise - Residential,2013,9,13526
Noise - Residential,2013,10,12005
Noise - Residential,2013,11,12383
Noise - Residential,2013,12,12402
Noise - Residential,2014,1,12213
Noise - Residential,2014,2,11916
Noise - Residential,2014,3,13347
Noise - Residential,2014,4,13878
Noise - Residential,2014,5,19041
Noise - Residential,2014,6,19652
Noise - Residential,2014,7,16886
Noise - Residential,2014,8,20632
Noise - Residential,2014,9,16866
Noise - Residential,2014,10,16811
Noise - Residential,2014,11,15878
Noise - Residential,2014,12,15488
Noise - Residential,2015,1,15343
Noise - Residential,2015,2,13304
Noise - Residential,2015,3,14968
Noise - Residential,2015,4,16116
Noise - Residential,2015,5,22923
Noise - Residential,2015,6,18494
Noise - Residential,2015,7,17962
Noise - Residential,2015,8,19547
Noise - Residential,2015,9,18984
Noise - Residential,2015,10,16777
Noise - Residential,2015,11,16163
Noise - Residential,2015,12,17445
Noise - Residential,2016,1,15974
Noise - Residential,2016,2,14517
Noise - Residential,2016,3,16167
Noise - Residential,2016,4,18911
Noise - Residential,2016,5,22794
Noise - Residential,2016,6,20948
Noise - Residential,2016,7,21136
Noise - Residential,2016,8,17312
Noise - Residential,2016,9,20855
Noise - Residential,2016,10,19310
Noise - Residential,2016,11,16404
Noise - Residential,2016,12,17578
Noise - Residential,2017,1,17918
Noise - Residential,2017,2,15452
Noise - Residential,2017,3,16203
Noise - Residential,2017,4,20578
Noise - Residential,2017,5,20968
Noise - Residential,2017,6,21603
Noise - Residential,2017,7,21578
Noise - Residential,2017,8,19854
Noise - Residential,2017,9,21608
Noise - Residential,2017,10,20489
Noise - Residential,2017,11,16469
Noise - Residential,2017,12,17507
Noise - Residential,2018,1,16700
Noise - Residential,2018,2,15314
Noise - Residential,2018,3,17070
Noise - Residential,2018,4,18058
Noise - Residential,2018,5,20840
Noise - Residential,2018,6,21379
Noise - Residential,2018,7,19204
Noise - Residential,2018,8,16542
Noise - Residential,2018,9,20970
Noise - Residential,2018,10,17652
Noise - Residential,2018,11,16277
Noise - Residential,2018,12,17911
Noise - Residential,2019,1,16176
Noise - Residential,2019,2,14939
Noise - Residential,2019,3,17987
Noise - Residential,2019,4,19114
Noise - Residential,2019,5,23906
Noise - Residential,2019,6,24453
Noise - Residential,2019,7,17368
Noise - Residential,2019,8,19476
Noise - Residential,2019,9,22966
Noise - Residential,2019,10,20049
Noise - Residential,2019,11,17578
Noise - Residential,2019,12,18849
Noise - Residential,2020,1,18463
Noise - Residential,2020,2,17705
Noise - Residential,2020,3,21678
Noise - Residential,2020,4,10976
Noise - Street/Sidewalk,2010,1,417
