Complaint Type,year,month,monthSize
$(sleep 11),2019,6,1
${3804*3137},2019,6,1
%2e%2e%2f%2e%2e%2f%2e%2e%2f...,2019,6,1
%2e%2e%5c%2e%2e%5c%2e%2e%5c...,2019,6,1
%2fetc%2fpasswd,2019,6,1
%E5%98%8A%E5%98%8DX-Injecti...,2019,6,1
%c0%ae/%c0%ae/%c0%ae/%c0%ae...,2019,6,1
%c0%ae/%c0%ae/%c0%ae/WEB-IN...,2019,6,1
%c0%ae/%c0%ae/WEB-INF/web.xml,2019,6,1
%c0%ae/WEB-INF/web.xml,2019,6,1
%{(#dm=@ognl.OgnlContext@DE...,2019,6,1
%{4761*8506},2019,6,1
&lt;odb xmlns:xi=&quot;http...,2019,6,1
&lt;vlv xmlns=&quot;http://...,2019,6,1
&quot;--&gt;'--&gt;`--&gt;&...,2019,6,1
() { :;}; /bin/sleep 0,2019,6,1
() { :;}; /bin/sleep 11,2019,6,1
() { _; } &gt;_,2019,6,1
(select extractvalue(xmltyp...,2019,6,1
(select load_file('\\\\615h...,2019,6,1
*)(!(objectClass=*),2019,6,1
*)(objectClass=*,2019,6,1
.../....///.../....///.../....,2019,6,1
.../...//.../...//.../...//...,2019,6,1
..././..././..././..././......,2019,6,1
.../.\.../.\.../.\.../.\......,2019,6,1
.../Misc. Comments,2019,6,1
...\./...\./...\./...\./......,2019,6,1
...\.\...\.\...\.\...\.\......,2019,6,1
../../../../../../../../../...,2019,6,4
../../../../WEB-INF/web.xml,2019,6,1
../../../WEB-INF/web.xml,2019,6,1
../../../WEB-INF/web.xml;x=,2019,6,1
../../WEB-INF/web.xml,2019,6,1
../../WEB-INF/web.xml;x=,2019,6,1
../WEB-INF/web.xml,2019,6,1
../WEB-INF/web.xml;x=,2019,6,1
..\..\..\..\..\..\..\..\..\...,2019,6,4
./validate_form.php,2019,6,1
/./validate_form.php,2019,6,1
/etc/passwd,2019,6,1
1430*4963,2019,6,1
266dyrgvhg1egsyp2oq57axbm2s...,2019,6,1
@(9313*3464),2019,6,1
AGENCY,2014,9,2
AGENCY,2015,7,1
AGENCY,2016,2,1
AGENCY,2016,9,1
AGENCY,2017,5,1
AGENCY,2017,7,2
AGENCY,2018,10,1
APPLIANCE,2010,1,1180
APPLIANCE,2010,2,998
APPLIANCE,2010,3,1217
APPLIANCE,2010,4,1071
APPLIANCE,2010,5,1012
APPLIANCE,2010,6,1374
APPLIANCE,2010,7,1517
APPLIANCE,2010,8,1493
APPLIANCE,2010,9,1232
APPLIANCE,2010,10,1299
APPLIANCE,2010,11,1390
APPLIANCE,2010,12,1234
APPLIANCE,2011,1,1138
APPLIANCE,2011,2,1003
APPLIANCE,2011,3,1054
APPLIANCE,2011,4,981
APPLIANCE,2011,5,1029
APPLIANCE,2011,6,1194
APPLIANCE,2011,7,1474
APPLIANCE,2011,8,1383
APPLIANCE,2011,9,1226
APPLIANCE,2011,10,1404
APPLIANCE,2011,11,970
APPLIANCE,2011,12,755
APPLIANCE,2012,1,700
APPLIANCE,2012,2,492
APPLIANCE,2012,3,485
APPLIANCE,2012,4,453
APPLIANCE,2012,5,431
APPLIANCE,2012,6,443
APPLIANCE,2012,7,536
APPLIANCE,2012,8,548
APPLIANCE,2012,9,468
APPLIANCE,2012,10,465
APPLIANCE,2012,11,497
APPLIANCE,2012,12,463
APPLIANCE,2013,1,439
APPLIANCE,2013,2,325
APPLIANCE,2013,3,380
APPLIANCE,2013,4,345
APPLIANCE,2013,5,360
APPLIANCE,2013,6,362
APPLIANCE,2013,7,471
APPLIANCE,2013,8,400
APPLIANCE,2013,9,388
APPLIANCE,2013,10,509
APPLIANCE,2013,11,803
APPLIANCE,2013,12,743
APPLIANCE,2014,1,847
APPLIANCE,2014,2,675
APPLIANCE,2014,3,766
APPLIANCE,2014,4,752
APPLIANCE,2014,5,756
APPLIANCE,2014,6,794
APPLIANCE,2014,7,988
APPLIANCE,2014,8,936
APPLIANCE,2014,9,932
APPLIANCE,2014,10,932
APPLIANCE,2014,11,1000
APPLIANCE,2014,12,958
APPLIANCE,2015,1,764
APPLIANCE,2015,2,859
APPLIANCE,2015,3,876
APPLIANCE,2015,4,863
APPLIANCE,2015,5,843
APPLIANCE,2015,6,940
APPLIANCE,2015,7,1062
APPLIANCE,2015,8,1081
APPLIANCE,2015,9,932
APPLIANCE,2015,10,1074
APPLIANCE,2015,11,976
APPLIANCE,2015,12,968
APPLIANCE,2016,1,1031
APPLIANCE,2016,2,974
APPLIANCE,2016,3,1028
APPLIANCE,2016,4,854
APPLIANCE,2016,5,848
APPLIANCE,2016,6,1065
APPLIANCE,2016,7,1158
APPLIANCE,2016,8,1321
APPLIANCE,2016,9,1039
APPLIANCE,2016,10,1202
APPLIANCE,2016,11,1174
APPLIANCE,2016,12,1208
APPLIANCE,2017,1,1076
APPLIANCE,2017,2,997
APPLIANCE,2017,3,978
APPLIANCE,2017,4,856
APPLIANCE,2017,5,960
APPLIANCE,2017,6,1064
APPLIANCE,2017,7,1205
APPLIANCE,2017,8,1197
APPLIANCE,2017,9,926
APPLIANCE,2017,10,1146
APPLIANCE,2017,11,1173
APPLIANCE,2017,12,1031
APPLIANCE,2018,1,1307
APPLIANCE,2018,2,962
APPLIANCE,2018,3,1046
APPLIANCE,2018,4,926
APPLIANCE,2018,5,1003
APPLIANCE,2018,6,1039
APPLIANCE,2018,7,1349
APPLIANCE,2018,8,1556
APPLIANCE,2018,9,1389
APPLIANCE,2018,10,1575
APPLIANCE,2018,11,1351
APPLIANCE,2018,12,1222
APPLIANCE,2019,1,1378
APPLIANCE,2019,2,1064
APPLIANCE,2019,3,1042
APPLIANCE,2019,4,908
APPLIANCE,2019,5,1062
APPLIANCE,2019,6,926
APPLIANCE,2019,7,661
APPLIANCE,2019,8,661
APPLIANCE,2019,9,624
APPLIANCE,2019,10,611
APPLIANCE,2019,11,643
APPLIANCE,2019,12,608
APPLIANCE,2020,1,696
APPLIANCE,2020,2,557
APPLIANCE,2020,3,824
APPLIANCE,2020,4,241
ATF,2011,1,1
ATF,2011,10,1
ATF,2011,12,1
ATF,2012,1,5
ATF,2012,2,2
ATF,2012,3,7
ATF,2012,4,3
ATF,2012,5,7
ATF,2012,6,4
ATF,2012,7,11
ATF,2012,8,7
ATF,2012,9,3
ATF,2012,10,6
ATF,2012,11,3
ATF,2012,12,5
ATF,2013,1,7
ATF,2013,2,3
ATF,2013,3,4
ATF,2013,4,3
ATF,2013,5,4
ATF,2013,6,5
ATF,2013,7,7
ATF,2013,8,10
ATF,2013,9,5
ATF,2013,10,10
ATF,2013,11,10
ATF,2013,12,6
ATF,2014,1,4
ATF,2014,3,2
ATF,2014,4,2
ATF,2014,5,5
ATF,2014,6,3
ATF,2014,7,5
ATF,2014,8,1
ATF,2014,9,5
ATF,2014,10,7
ATF,2014,11,4
ATF,2014,12,6
ATF,2015,1,4
ATF,2015,2,7
ATF,2015,3,7
ATF,2015,4,20
ATF,2015,5,11
ATF,2015,6,7
ATF,2015,7,7
ATF,2015,8,5
ATF,2015,9,7
ATF,2015,10,7
ATF,2015,11,4
ATF,2015,12,6
ATF,2016,1,6
ATF,2016,2,4
ATF,2016,3,10
ATF,2016,4,4
ATF,2016,5,7
ATF,2016,6,11
ATF,2016,7,11
ATF,2016,8,5
ATF,2016,9,8
ATF,2016,10,9
ATF,2016,11,8
ATF,2016,12,6
ATF,2017,1,7
ATF,2017,2,6
ATF,2017,3,9
ATF,2017,4,5
ATF,2017,5,3
ATF,2017,6,1
ATF,2017,7,12
ATF,2017,8,13
Abandoned Vehicle,2018,6,15
Abandoned Vehicle,2018,7,11
Abandoned Vehicle,2018,8,4
Abandoned Vehicle,2018,9,7
Abandoned Vehicle,2018,11,5
Abandoned Vehicle,2019,1,1
Abandoned Vehicle,2019,2,2
Abandoned Vehicle,2019,3,1
Abandoned Vehicle,2019,5,2
Abandoned Vehicle,2019,6,2541
Abandoned Vehicle,2019,7,3752
Abandoned Vehicle,2019,8,4187
Abandoned Vehicle,2019,9,3927
Abandoned Vehicle,2019,10,3511
Abandoned Vehicle,2019,11,3226
Abandoned Vehicle,2019,12,3034
Abandoned Vehicle,2020,1,3760
Abandoned Vehicle,2020,2,3371
Abandoned Vehicle,2020,3,2500
Abandoned Vehicle,2020,4,413
Adopt-A-Basket,2010,2,3
Adopt-A-Basket,2010,3,5
Adopt-A-Basket,2010,4,5
Adopt-A-Basket,2010,5,3
Adopt-A-Basket,2010,6,2
Adopt-A-Basket,2010,7,2
Adopt-A-Basket,2010,8,8
Adopt-A-Basket,2010,9,2
Adopt-A-Basket,2010,10,3
Adopt-A-Basket,2010,11,1
Adopt-A-Basket,2010,12,2
Adopt-A-Basket,2011,1,3
Adopt-A-Basket,2011,2,3
Adopt-A-Basket,2011,3,3
Adopt-A-Basket,2011,4,4
Adopt-A-Basket,2011,6,1
Adopt-A-Basket,2011,7,2
Adopt-A-Basket,2011,9,3
Adopt-A-Basket,2011,10,4
Adopt-A-Basket,2011,11,1
Adopt-A-Basket,2011,12,1
Adopt-A-Basket,2012,1,4
Adopt-A-Basket,2012,3,3
Adopt-A-Basket,2012,4,5
Adopt-A-Basket,2012,5,5
Adopt-A-Basket,2012,6,6
Adopt-A-Basket,2012,7,6
Adopt-A-Basket,2012,8,3
Adopt-A-Basket,2012,9,1
Adopt-A-Basket,2012,10,1
Adopt-A-Basket,2012,11,4
Adopt-A-Basket,2012,12,3
Adopt-A-Basket,2013,1,3
Adopt-A-Basket,2013,2,2
Adopt-A-Basket,2013,3,2
Adopt-A-Basket,2013,4,5
Adopt-A-Basket,2013,5,4
Adopt-A-Basket,2013,6,9
Adopt-A-Basket,2013,7,9
Adopt-A-Basket,2013,8,8
Adopt-A-Basket,2013,9,5
Adopt-A-Basket,2013,10,3
Adopt-A-Basket,2013,11,3
Adopt-A-Basket,2014,1,2
Adopt-A-Basket,2014,2,4
Adopt-A-Basket,2014,3,3
Adopt-A-Basket,2014,4,1
Adopt-A-Basket,2014,5,2
Adopt-A-Basket,2014,6,3
Adopt-A-Basket,2014,7,4
Adopt-A-Basket,2014,9,4
Adopt-A-Basket,2014,10,2
Adopt-A-Basket,2014,11,3
Adopt-A-Basket,2014,12,5
Adopt-A-Basket,2015,1,2
Adopt-A-Basket,2015,2,1
Adopt-A-Basket,2015,3,3
Adopt-A-Basket,2015,4,6
Adopt-A-Basket,2015,5,4
Adopt-A-Basket,2015,6,8
Adopt-A-Basket,2015,7,4
Adopt-A-Basket,2015,8,7
Adopt-A-Basket,2015,9,5
Adopt-A-Basket,2015,10,10
Adopt-A-Basket,2015,11,4
Adopt-A-Basket,2015,12,7
Adopt-A-Basket,2016,1,10
Adopt-A-Basket,2016,2,2
Adopt-A-Basket,2016,3,24
Adopt-A-Basket,2016,4,13
Adopt-A-Basket,2016,5,16
Adopt-A-Basket,2016,6,11
Adopt-A-Basket,2016,7,15
Adopt-A-Basket,2016,8,12
Adopt-A-Basket,2016,9,15
Adopt-A-Basket,2016,10,15
Adopt-A-Basket,2016,11,6
Adopt-A-Basket,2016,12,6
Adopt-A-Basket,2017,1,6
Adopt-A-Basket,2017,2,20
Adopt-A-Basket,2017,3,12
Adopt-A-Basket,2017,4,20
Adopt-A-Basket,2017,5,12
Adopt-A-Basket,2017,6,13
Adopt-A-Basket,2017,7,10
Adopt-A-Basket,2017,8,14
Adopt-A-Basket,2017,9,12
Adopt-A-Basket,2017,10,5
Adopt-A-Basket,2017,11,8
Adopt-A-Basket,2017,12,5
Adopt-A-Basket,2018,1,3
Adopt-A-Basket,2018,2,12
Adopt-A-Basket,2018,3,9
Adopt-A-Basket,2018,4,8
Adopt-A-Basket,2018,5,6
Adopt-A-Basket,2018,6,2
Adopt-A-Basket,2018,7,1
Adopt-A-Basket,2019,6,1
Adopt-A-Basket,2019,10,1
Advocate - Levy,2017,12,1
Advocate - Levy,2018,5,1
Advocate - Lien,2017,10,1
Advocate - Lien,2018,4,1
Advocate - Lien,2018,5,1
Advocate - Lien,2018,6,1
Advocate - Lien,2018,8,4
Advocate - Lien,2018,11,1
Advocate - Lien,2019,1,2
Advocate - Lien,2019,4,1
Advocate - Lien,2019,6,1
Advocate - Other,2015,11,3
Advocate - Other,2015,12,2
Advocate - Other,2016,1,1
Advocate - Other,2016,2,2
Advocate - Other,2016,3,2
Advocate - Other,2016,6,2
Advocate - Other,2016,7,4
Advocate - Other,2016,8,1
Advocate - Other,2016,9,3
Advocate - Other,2016,10,7
Advocate - Other,2016,11,3
Advocate - Other,2016,12,5
Advocate - Other,2017,1,2
Advocate - Other,2017,2,3
Advocate - Other,2017,3,1
Advocate - Other,2017,4,2
Advocate - Other,2017,5,2
Advocate - Other,2017,6,2
Advocate - Other,2017,7,2
Advocate - Other,2017,8,2
Advocate - Other,2017,9,9
Advocate - Other,2017,10,11
Advocate - Other,2017,11,12
Advocate - Other,2017,12,8
Advocate - Other,2018,1,9
Advocate - Other,2018,2,7
Advocate - Other,2018,3,12
Advocate - Other,2018,4,12
Advocate - Other,2018,5,7
Advocate - Other,2018,6,9
Advocate - Other,2018,7,5
Advocate - Other,2018,8,9
Advocate - Other,2018,9,14
Advocate - Other,2018,10,8
Advocate - Other,2018,11,11
Advocate - Other,2018,12,14
Advocate - Other,2019,1,20
Advocate - Other,2019,2,16
Advocate - Other,2019,3,8
Advocate - Other,2019,4,13
Advocate - Other,2019,5,11
Advocate - Other,2019,6,5
Advocate - RPIE,2015,12,1
Advocate - RPIE,2016,2,1
Advocate - RPIE,2017,2,1
Advocate - RPIE,2017,4,1
Advocate - RPIE,2018,5,1
Advocate - RPIE,2018,11,1
Advocate - RPIE,2019,1,1
Advocate - RPIE,2019,2,2
Advocate - RPIE,2019,4,1
Advocate-Business Tax,2016,8,1
Advocate-Business Tax,2016,12,1
Advocate-Business Tax,2017,10,1
Advocate-Business Tax,2018,5,1
Advocate-Business Tax,2018,11,1
Advocate-Business Tax,2019,2,1
Advocate-Business Tax,2019,3,2
Advocate-Co-opCondo Abatement,2016,1,1
Advocate-Co-opCondo Abatement,2016,2,2
Advocate-Co-opCondo Abatement,2016,3,2
Advocate-Co-opCondo Abatement,2016,6,2
Advocate-Co-opCondo Abatement,2016,7,1
Advocate-Co-opCondo Abatement,2016,9,5
Advocate-Co-opCondo Abatement,2016,10,1
Advocate-Co-opCondo Abatement,2016,11,2
Advocate-Co-opCondo Abatement,2017,1,2
Advocate-Co-opCondo Abatement,2017,2,3
Advocate-Co-opCondo Abatement,2017,4,3
Advocate-Co-opCondo Abatement,2017,5,1
Advocate-Co-opCondo Abatement,2017,6,2
Advocate-Co-opCondo Abatement,2017,7,2
Advocate-Co-opCondo Abatement,2017,8,3
Advocate-Co-opCondo Abatement,2017,9,2
Advocate-Co-opCondo Abatement,2017,10,4
Advocate-Co-opCondo Abatement,2017,11,5
Advocate-Co-opCondo Abatement,2018,1,5
Advocate-Co-opCondo Abatement,2018,2,4
Advocate-Co-opCondo Abatement,2018,3,3
Advocate-Co-opCondo Abatement,2018,4,3
Advocate-Co-opCondo Abatement,2018,5,4
Advocate-Co-opCondo Abatement,2018,6,3
Advocate-Co-opCondo Abatement,2018,8,5
Advocate-Co-opCondo Abatement,2018,10,2
Advocate-Co-opCondo Abatement,2018,12,2
Advocate-Co-opCondo Abatement,2019,1,1
Advocate-Co-opCondo Abatement,2019,3,2
Advocate-Co-opCondo Abatement,2019,4,2
Advocate-Co-opCondo Abatement,2019,5,4
Advocate-Co-opCondo Abatement,2019,6,1
Advocate-Commercial Exemptions,2015,11,1
Advocate-Commercial Exemptions,2016,9,2
Advocate-Commercial Exemptions,2016,10,1
Advocate-Commercial Exemptions,2016,12,1
Advocate-Commercial Exemptions,2017,3,1
Advocate-Commercial Exemptions,2017,4,1
Advocate-Commercial Exemptions,2017,8,1
Advocate-Commercial Exemptions,2017,9,1
Advocate-Commercial Exemptions,2017,11,2
Advocate-Commercial Exemptions,2018,1,2
Advocate-Commercial Exemptions,2018,4,1
Advocate-Commercial Exemptions,2018,8,1
Advocate-Commercial Exemptions,2018,12,1
Advocate-Commercial Exemptions,2019,3,2
Advocate-Commercial Exemptions,2019,5,1
Advocate-Foreclosure,2019,2,1
Advocate-Personal Exemptions,2015,10,3
Advocate-Personal Exemptions,2015,11,5
Advocate-Personal Exemptions,2015,12,4
Advocate-Personal Exemptions,2016,1,3
Advocate-Personal Exemptions,2016,2,2
Advocate-Personal Exemptions,2016,3,3
Advocate-Personal Exemptions,2016,4,2
Advocate-Personal Exemptions,2016,6,7
Advocate-Personal Exemptions,2016,7,14
Advocate-Personal Exemptions,2016,8,6
Advocate-Personal Exemptions,2016,9,14
Advocate-Personal Exemptions,2016,10,7
Advocate-Personal Exemptions,2016,11,8
Advocate-Personal Exemptions,2016,12,3
Advocate-Personal Exemptions,2017,1,3
Advocate-Personal Exemptions,2017,2,11
Advocate-Personal Exemptions,2017,3,8
Advocate-Personal Exemptions,2017,4,18
Advocate-Personal Exemptions,2017,5,37
Advocate-Personal Exemptions,2017,6,82
Advocate-Personal Exemptions,2017,7,27
Advocate-Personal Exemptions,2017,8,18
Advocate-Personal Exemptions,2017,9,57
Advocate-Personal Exemptions,2017,10,24
Advocate-Personal Exemptions,2017,11,33
Advocate-Personal Exemptions,2017,12,12
Advocate-Personal Exemptions,2018,1,27
Advocate-Personal Exemptions,2018,2,11
Advocate-Personal Exemptions,2018,3,44
Advocate-Personal Exemptions,2018,4,41
Advocate-Personal Exemptions,2018,5,16
Advocate-Personal Exemptions,2018,6,50
Advocate-Personal Exemptions,2018,7,34
Advocate-Personal Exemptions,2018,8,15
Advocate-Personal Exemptions,2018,9,17
Advocate-Personal Exemptions,2018,10,15
Advocate-Personal Exemptions,2018,11,5
Advocate-Personal Exemptions,2018,12,4
Advocate-Personal Exemptions,2019,1,10
Advocate-Personal Exemptions,2019,2,9
Advocate-Personal Exemptions,2019,3,14
Advocate-Personal Exemptions,2019,4,10
Advocate-Personal Exemptions,2019,5,16
Advocate-Personal Exemptions,2019,6,3
Advocate-Prop Class Incorrect,2015,10,1
Advocate-Prop Class Incorrect,2017,2,1
Advocate-Prop Class Incorrect,2017,5,2
Advocate-Prop Class Incorrect,2017,8,2
Advocate-Prop Class Incorrect,2018,7,1
Advocate-Prop Class Incorrect,2018,8,1
Advocate-Prop Class Incorrect,2019,4,1
Advocate-Prop Refunds/Credits,2016,1,2
Advocate-Prop Refunds/Credits,2016,2,1
Advocate-Prop Refunds/Credits,2016,6,1
Advocate-Prop Refunds/Credits,2016,7,1
Advocate-Prop Refunds/Credits,2016,8,1
Advocate-Prop Refunds/Credits,2016,9,2
Advocate-Prop Refunds/Credits,2016,11,2
Advocate-Prop Refunds/Credits,2016,12,2
Advocate-Prop Refunds/Credits,2017,1,1
Advocate-Prop Refunds/Credits,2017,4,1
Advocate-Prop Refunds/Credits,2017,5,2
Advocate-Prop Refunds/Credits,2017,6,2
Advocate-Prop Refunds/Credits,2017,7,2
Advocate-Prop Refunds/Credits,2017,8,2
Advocate-Prop Refunds/Credits,2017,10,4
Advocate-Prop Refunds/Credits,2017,11,9
Advocate-Prop Refunds/Credits,2017,12,4
Advocate-Prop Refunds/Credits,2018,1,8
Advocate-Prop Refunds/Credits,2018,2,6
Advocate-Prop Refunds/Credits,2018,3,7
Advocate-Prop Refunds/Credits,2018,4,31
Advocate-Prop Refunds/Credits,2018,5,43
Advocate-Prop Refunds/Credits,2018,6,26
Advocate-Prop Refunds/Credits,2018,7,33
Advocate-Prop Refunds/Credits,2018,8,28
Advocate-Prop Refunds/Credits,2018,9,22
Advocate-Prop Refunds/Credits,2018,10,26
Advocate-Prop Refunds/Credits,2018,11,24
Advocate-Prop Refunds/Credits,2018,12,22
Advocate-Prop Refunds/Credits,2019,1,38
Advocate-Prop Refunds/Credits,2019,2,40
Advocate-Prop Refunds/Credits,2019,3,25
Advocate-Prop Refunds/Credits,2019,4,35
Advocate-Prop Refunds/Credits,2019,5,28
Advocate-Prop Refunds/Credits,2019,6,4
Advocate-Property Value,2016,1,2
Advocate-Property Value,2016,4,1
Advocate-Property Value,2016,6,2
Advocate-Property Value,2016,7,1
Advocate-Property Value,2016,9,1
Advocate-Property Value,2017,1,1
Advocate-Property Value,2017,2,2
Advocate-Property Value,2017,3,1
Advocate-Property Value,2017,4,2
Advocate-Property Value,2017,5,5
Advocate-Property Value,2017,6,1
Advocate-Property Value,2017,8,2
Advocate-Property Value,2017,10,1
Advocate-Property Value,2017,11,1
Advocate-Property Value,2018,1,1
Advocate-Property Value,2018,2,1
Advocate-Property Value,2018,3,2
Advocate-Property Value,2018,5,2
Advocate-Property Value,2018,6,4
Advocate-Property Value,2018,9,2
Advocate-Property Value,2018,10,1
Advocate-Property Value,2018,11,1
Advocate-Property Value,2019,4,1
Advocate-Property Value,2019,5,2
Advocate-Property Value,2019,6,1
Advocate-SCRIE/DRIE,2015,10,4
Advocate-SCRIE/DRIE,2015,11,5
Advocate-SCRIE/DRIE,2015,12,1
Advocate-SCRIE/DRIE,2016,2,2
Advocate-SCRIE/DRIE,2017,4,1
Advocate-SCRIE/DRIE,2018,6,1
Advocate-SCRIE/DRIE,2018,8,1
Advocate-SCRIE/DRIE,2019,1,1
Advocate-SCRIE/DRIE,2019,4,1
Advocate-SCRIE/DRIE,2019,5,1
Advocate-UBT,2016,2,1
Advocate-UBT,2016,3,1
Advocate-UBT,2016,4,1
Advocate-UBT,2016,9,1
Advocate-UBT,2016,10,1
Air Quality,2010,1,502
Air Quality,2010,2,410
Air Quality,2010,3,527
Air Quality,2010,4,741
Air Quality,2010,5,701
Air Quality,2010,6,727
Air Quality,2010,7,589
Air Quality,2010,8,678
Air Quality,2010,9,612
Air Quality,2010,10,474
Air Quality,2010,11,473
Air Quality,2010,12,409
Air Quality,2011,1,437
Air Quality,2011,2,432
Air Quality,2011,3,482
Air Quality,2011,4,580
Air Quality,2011,5,636
Air Quality,2011,6,711
Air Quality,2011,7,618
Air Quality,2011,8,542
Air Quality,2011,9,559
Air Quality,2011,10,483
Air Quality,2011,11,456
Air Quality,2011,12,469
Air Quality,2012,1,444
Air Quality,2012,2,432
Air Quality,2012,3,600
Air Quality,2012,4,642
Air Quality,2012,5,728
Air Quality,2012,6,739
Air Quality,2012,7,772
Air Quality,2012,8,609
Air Quality,2012,9,584
Air Quality,2012,10,470
Air Quality,2012,11,407
Air Quality,2012,12,505
Air Quality,2013,1,530
Air Quality,2013,2,466
Air Quality,2013,3,558
Air Quality,2013,4,528
Air Quality,2013,5,629
Air Quality,2013,6,568
Air Quality,2013,7,558
Air Quality,2013,8,761
Air Quality,2013,9,665
Air Quality,2013,10,648
Air Quality,2013,11,475
Air Quality,2013,12,427
Air Quality,2014,1,507
Air Quality,2014,2,391
Air Quality,2014,3,608
Air Quality,2014,4,607
Air Quality,2014,5,658
Air Quality,2014,6,730
Air Quality,2014,7,727
Air Quality,2014,8,663
Air Quality,2014,9,620
Air Quality,2014,10,588
Air Quality,2014,11,517
Air Quality,2014,12,513
Air Quality,2015,1,463
Air Quality,2015,2,584
Air Quality,2015,3,650
Air Quality,2015,4,732
Air Quality,2015,5,928
Air Quality,2015,6,858
Air Quality,2015,7,814
Air Quality,2015,8,722
Air Quality,2015,9,782
Air Quality,2015,10,748
Air Quality,2015,11,660
Air Quality,2015,12,558
Air Quality,2016,1,529
Air Quality,2016,2,612
Air Quality,2016,3,700
Air Quality,2016,4,773
Air Quality,2016,5,1030
Air Quality,2016,6,1074
Air Quality,2016,7,735
Air Quality,2016,8,791
Air Quality,2016,9,784
Air Quality,2016,10,587
Air Quality,2016,11,553
Air Quality,2016,12,660
Air Quality,2017,1,546
Air Quality,2017,2,532
Air Quality,2017,3,564
Air Quality,2017,4,698
Air Quality,2017,5,732
Air Quality,2017,6,878
Air Quality,2017,7,643
Air Quality,2017,8,642
Air Quality,2017,9,716
Air Quality,2017,10,679
Air Quality,2017,11,569
Air Quality,2017,12,493
Air Quality,2018,1,601
Air Quality,2018,2,520
Air Quality,2018,3,571
Air Quality,2018,4,627
Air Quality,2018,5,780
Air Quality,2018,6,778
Air Quality,2018,7,701
Air Quality,2018,8,621
Air Quality,2018,9,574
Air Quality,2018,10,651
Air Quality,2018,11,509
Air Quality,2018,12,457
Air Quality,2019,1,518
Air Quality,2019,2,503
Air Quality,2019,3,642
Air Quality,2019,4,844
Air Quality,2019,5,928
Air Quality,2019,6,789
Air Quality,2019,7,775
Air Quality,2019,8,695
Air Quality,2019,9,730
Air Quality,2019,10,587
Air Quality,2019,11,510
Air Quality,2019,12,501
Air Quality,2020,1,533
Air Quality,2020,2,557
Air Quality,2020,3,655
Air Quality,2020,4,132
Alzheimer's Care,2010,1,25
Alzheimer's Care,2010,2,37
Alzheimer's Care,2010,3,48
Alzheimer's Care,2010,4,34
Alzheimer's Care,2010,5,21
Alzheimer's Care,2010,6,37
Alzheimer's Care,2010,7,39
Alzheimer's Care,2010,8,43
Alzheimer's Care,2010,9,23
Alzheimer's Care,2010,10,27
Alzheimer's Care,2010,11,26
Alzheimer's Care,2010,12,23
Alzheimer's Care,2011,1,45
Alzheimer's Care,2011,2,31
Alzheimer's Care,2011,3,43
Alzheimer's Care,2011,4,33
Alzheimer's Care,2011,5,35
Alzheimer's Care,2011,6,35
Alzheimer's Care,2011,7,40
Alzheimer's Care,2011,8,37
Alzheimer's Care,2011,9,27
Alzheimer's Care,2011,10,35
Alzheimer's Care,2011,11,22
Alzheimer's Care,2011,12,18
Alzheimer's Care,2012,1,35
Alzheimer's Care,2012,2,27
Alzheimer's Care,2012,3,32
Alzheimer's Care,2012,4,33
Alzheimer's Care,2012,5,29
Alzheimer's Care,2012,6,29
Alzheimer's Care,2012,7,31
Alzheimer's Care,2012,8,27
Alzheimer's Care,2012,9,31
Alzheimer's Care,2012,10,27
Alzheimer's Care,2012,11,29
Alzheimer's Care,2012,12,18
Alzheimer's Care,2013,1,30
Alzheimer's Care,2013,2,21
Alzheimer's Care,2013,3,22
Alzheimer's Care,2013,4,22
Alzheimer's Care,2013,5,33
Alzheimer's Care,2013,6,35
Alzheimer's Care,2013,7,33
Alzheimer's Care,2013,8,25
Alzheimer's Care,2013,9,21
Alzheimer's Care,2013,10,30
Alzheimer's Care,2013,11,22
Alzheimer's Care,2013,12,22
Alzheimer's Care,2014,1,26
Alzheimer's Care,2014,2,15
Alzheimer's Care,2014,3,30
Alzheimer's Care,2014,4,24
Alzheimer's Care,2014,5,17
Alzheimer's Care,2014,6,22
Alzheimer's Care,2014,7,26
Alzheimer's Care,2014,8,26
Alzheimer's Care,2014,9,15
Alzheimer's Care,2014,10,22
Alzheimer's Care,2014,11,10
Alzheimer's Care,2014,12,21
Alzheimer's Care,2015,1,14
Alzheimer's Care,2015,2,17
Alzheimer's Care,2015,3,16
Alzheimer's Care,2015,4,25
Alzheimer's Care,2015,5,18
Alzheimer's Care,2015,6,22
Alzheimer's Care,2015,7,23
Alzheimer's Care,2015,8,17
Alzheimer's Care,2015,9,14
Alzheimer's Care,2015,10,18
Alzheimer's Care,2015,11,19
Alzheimer's Care,2015,12,22
Alzheimer's Care,2016,1,25
Alzheimer's Care,2016,2,16
Alzheimer's Care,2016,3,16
Alzheimer's Care,2016,4,15
Alzheimer's Care,2016,5,17
Alzheimer's Care,2016,6,20
Alzheimer's Care,2016,7,26
Alzheimer's Care,2016,8,25
Alzheimer's Care,2016,9,19
Alzheimer's Care,2016,10,16
Alzheimer's Care,2016,11,13
Alzheimer's Care,2016,12,20
Alzheimer's Care,2017,1,22
Alzheimer's Care,2017,2,12
Alzheimer's Care,2017,3,18
Alzheimer's Care,2017,4,18
Alzheimer's Care,2017,5,14
Alzheimer's Care,2017,6,16
Alzheimer's Care,2017,7,9
Alzheimer's Care,2017,8,14
