,lat,lon
0,40.750873755682136,-73.88550252312545
1,40.74990950312808,-73.7141320158295
2,40.746799893373094,-73.7038847298374
3,40.737542618894715,-73.7263772466261
4,40.74143456453013,-73.80080117764575
5,40.73478211905739,-73.87874034073346
6,40.73384978467323,-73.70584870079789
7,40.722048655475575,-73.84520540147405
8,40.72964577379724,-73.74322784926277
9,40.726911291926264,-73.86159639794491
10,40.72940387743514,-73.78883786889223
11,40.71674382943791,-73.7710369569397
12,40.72285692777179,-73.73596901938791
13,40.71471873038494,-73.79687477269296
14,40.719391477074424,-73.87656022021652
15,40.710892020916404,-73.73479880815353
16,40.70533206289682,-73.81084891057472
17,40.708783041154284,-73.83007058889118
18,40.702738895829796,-73.83048839917565
19,40.69935461415957,-73.78795272139487
20,40.70088564811545,-73.79966439982044
21,40.69421942726345,-73.92721358074951
22,40.69551923972539,-73.85589284758026
23,40.68914484325744,-73.8263245483832
24,40.67586854759372,-73.7741392970285
25,40.68135778904252,-73.94779251378814
26,40.684859804553646,-73.84930248022665
27,40.67752765417162,-73.92157644939363
28,40.67501525463899,-73.79656839181513
29,40.67201622671982,-73.93498654212117
30,40.66381707598695,-73.90531544005111
31,40.66276825794912,-73.95565611092191
32,40.648133297873976,-73.97525023144934
33,40.64650770568083,-73.9616159468426
34,40.63614925794465,-73.99929190499343
35,40.62578636729268,-73.94370340414828
36,40.62411656905047,-73.97105142581377
37,40.621975382469415,-73.97895564451966
38,40.89499186537246,-73.90253051971125
39,40.903211141758696,-73.85774069193673
40,40.89522262194306,-73.84271399870896
41,40.87515713667548,-73.87503705397137
42,40.88184194206542,-73.90677159064455
43,40.87189803947316,-73.8228029016694
44,40.871043532442094,-73.80353265360141
45,40.86860840392283,-73.84213684059235
46,40.86953470761784,-73.90353475302733
47,40.875495817624184,-73.91049200366848
48,40.86335978473092,-73.88289501572534
49,40.870491879717356,-73.92048855629635
50,40.85476635300487,-73.9359227327903
51,40.84772740212871,-73.86405962518523
52,40.85738458846663,-73.92693231431171
53,40.85352248455896,-73.91634387807814
54,40.82714348872774,-73.81464540428333
55,40.85281142014664,-73.77028294151067
56,40.84775297643196,-73.78673603370595
57,40.843828902720645,-73.83916593855952
58,40.843202530965705,-73.89925004338565
59,40.84192066475699,-73.8786588529563
60,40.840478982242935,-73.9433502351688
61,40.839481469213254,-73.92498198243075
62,40.83223662501418,-73.90722503132916
63,40.83008222343516,-73.87212507396991
64,40.82589725704791,-73.95106326801265
65,40.8299765916288,-73.93688268610681
66,40.828345726837014,-73.88983030536713
67,40.82047401733629,-73.92746249802728
68,40.81304860550171,-73.8549062453122
69,40.81868217564572,-73.94154024368116
70,40.81426487478605,-73.95710852213575
71,40.80859456686006,-73.8864195680911
72,40.81294345236926,-73.90578382261312
73,40.812709335010446,-73.93482538097805
74,40.796505101404954,-73.97380825373773
75,40.8050555039876,-73.91833741556245
76,40.80654401082997,-73.95492589244118
77,40.802626379793324,-73.93411948136023
78,40.800781960465905,-73.96834192622485
79,40.791768933893756,-73.92570188243978
80,40.79167709711994,-73.81266867309895
81,40.78994763987603,-73.94108256485443
82,40.780440608965186,-73.96771005638068
83,40.786770086882484,-73.8468123050254
84,40.79201281580672,-73.77766718728292
85,40.78157094057551,-73.78205429301688
86,40.78137138775039,-73.90564308583907
87,40.779262067078086,-73.9454123380973
88,40.774327800936035,-73.87364826426024
89,40.77678566980918,-73.98439586340682
90,40.774809119732595,-73.74908670842805
91,40.77521263839082,-73.94763232098582
92,40.76830704288077,-73.8341767524472
93,40.77347184950035,-73.9286381181548
94,40.769099012664434,-73.89047607575468
95,40.76857142206866,-73.95443061547533
96,40.76583937638231,-73.7671261977924
97,40.76086376603036,-73.7961718412907
98,40.755690402180726,-73.73483297772043
99,40.76094971796175,-73.95115066288022
100,40.76509677133004,-73.87517887413745
101,40.76391124584705,-73.91304993059563
102,40.767274111221354,-73.9367620719636
103,40.75607846133953,-73.85023006548982
104,40.74548303891096,-73.9036054369483
105,40.758783856559084,-73.98974589837476
106,40.75077479826482,-73.82278701565471
107,40.74340367096328,-73.9445955056369
108,40.749536902439864,-73.75587154095402
109,40.75583507747319,-73.99442798468355
110,40.75889786253664,-73.97860969027697
111,40.756084659367446,-73.7163014432423
112,40.750843906388965,-73.96954646454908
113,40.74981381597342,-74.00044540343829
114,40.74293318605734,-74.00272980234686
115,40.74504215493013,-73.9760888436177
116,40.74284327302219,-73.91957308240815
117,40.74439490720661,-73.9582654915129
118,40.738858506885286,-73.97742472650863
119,40.72996697605035,-73.82833646551394
120,40.73301782097166,-74.00768992762667
121,40.73286037224813,-73.9889377112639
122,40.72770297475251,-73.9478952509919
123,40.72372257413236,-73.97915860597071
124,40.726055844515976,-73.91503002288277
125,40.72735532516567,-73.9755446018772
126,40.72688113676271,-73.99955853513266
127,40.72140943734622,-74.00370662237775
128,40.71743553003269,-73.9545448100126
129,40.71350497293453,-74.00821555994038
130,40.70381064213058,-73.91868702036929
131,40.700777071230526,-73.87616403733169
132,40.70937254845485,-74.00237287302183
133,40.70204387007419,-73.93965653647513
134,40.70804455906762,-74.0135158418697
135,40.694744682962344,-73.76039202286812
136,40.705494403987736,-74.0085718224297
137,40.703472167846336,-73.97283925615322
138,40.702366561282375,-74.0126397795671
139,40.69614646525237,-73.73672785439663
140,40.697851496951536,-73.99112578678053
141,40.69874686569332,-74.04061664647773
142,40.69441061741978,-73.96723144492658
143,40.66484865279888,-73.86585598359167
144,40.67073196987709,-73.8956362739076
145,40.689701543399096,-74.01673509118059
146,40.68988489390824,-74.04557612006394
147,40.666072082764636,-73.75194163682184
148,40.68349475028707,-73.9772865303563
149,40.67563664991788,-73.96701592498694
150,40.67508331710057,-74.01007177526074
151,40.653290207777815,-73.73744945902811
152,40.669167618487656,-73.81655019579206
153,40.675772206895324,-73.84237054745753
154,40.664943362295375,-73.9806002842381
155,40.65607728471614,-73.84434154359478
156,40.66710323530192,-74.01728919701043
157,40.65939485349065,-74.00826980768898
158,40.64341100681422,-73.78837581545345
159,40.65083298019808,-73.93400163861072
160,40.645369079065794,-73.8735429931569
161,40.64053474089661,-73.89189490475883
162,40.64294137048372,-74.02452127241438
163,40.62218368183935,-74.09337157435283
164,40.63705373378641,-74.11509450166827
165,40.63865251692095,-74.16584230434329
166,40.60458816395698,-73.9038321631276
167,40.631603474927104,-74.13776612484193
168,40.61543072319788,-73.82467303071235
169,40.61584037226042,-74.02921675570992
170,40.611335966762795,-74.08936568615704
171,40.59808577208351,-74.1757905969961
172,40.6288002281486,-73.84025471265952
173,40.61337775829714,-74.01734133677753
174,40.61751703101138,-73.76838444052956
175,40.591757057149024,-74.07355787393709
176,40.59746054336325,-73.93530509912704
177,40.59082475700365,-73.99765630836299
178,40.60225731136144,-73.76743067369425
179,40.61171994725072,-73.74816139814752
180,40.594599865299365,-73.96976369450066
181,40.60720927066365,-73.83272114883295
182,40.59436224833056,-73.79719675633987
183,40.582645266922846,-73.936912213091
184,40.588271618151566,-73.81170816171947
185,40.56021386332461,-74.12285962661339
186,40.573794476408196,-73.85261589632726
187,40.57598606093259,-73.98485097203123
188,40.548746859222526,-74.14474369343193
189,40.560434461580336,-73.90261264462129
190,40.53545161565795,-74.17478381260413
191,40.535611716489896,-74.22122854667957
192,40.50891196322675,-74.24454583910462
193,40.70752706399938,-74.01746391648774
194,40.7114851285949,-74.01288006919945
195,40.7125109898468,-74.00845004784146
196,40.75218465900669,-73.979043167027
197,40.75125320136182,-73.97679894219833
198,40.75915138389161,-73.97381205246673
199,40.76294268772775,-73.97911663533974
200,40.74856323602679,-73.98606606565836
201,40.75543536043711,-73.97882121175698
202,40.76956563876588,-73.95131722930776
203,40.766868496753986,-73.99162298264433
204,40.759104474355865,-73.97776660776987
205,40.752615680554996,-73.97602263654055
206,40.75707080660884,-73.97248392783237
207,40.751879030715784,-73.99175574192739
208,40.76623208047336,-73.98250998213328
209,40.760432466002406,-73.97688285572882
210,40.76372417897737,-73.97252756826028
211,40.75162213071308,-73.97546151989414
212,40.75351214528941,-73.97686568725611
213,40.75444981835975,-73.97630090807031
214,40.75451563525563,-73.9747039118296
215,40.75512603772011,-73.97605181439012
216,40.75528160670857,-73.97415056633311
217,40.75597537180188,-73.97415974050742
218,40.7576560718747,-73.9724079601334
219,40.75845825248366,-73.9719981715476
220,40.70648127754924,-74.00781855193577
221,40.7603308297268,-73.97867241564468
222,40.70825149243947,-74.01041729558229
223,40.75393206204424,-73.9812848452999
224,40.75421232525184,-73.97984675832704
225,40.76323145880788,-73.973248661093
226,40.75393751527975,-73.9789919494773
227,40.75082629966037,-73.97759539083695
228,40.75130540545466,-73.99258787977956
229,40.75009683316115,-73.99212503107864
230,40.81083228823444,-73.96388056505938
231,40.75154031806959,-73.99066775472483
232,40.76543154558244,-73.98091352641438
233,40.74894865478827,-73.97519535262727
234,40.70318494418925,-74.00939864414877
235,40.749888823060914,-73.98909625560847
236,40.715283630454714,-74.0043615274947
237,40.761005897936705,-73.96799233859187
238,40.75779579564197,-73.96436379408493
239,40.70417381085561,-74.00701224036132
240,40.70778026932896,-74.00892434916366
241,40.75475231169589,-73.98278800368452
242,40.762191180782516,-73.98480628519836
243,40.756866608164806,-73.98208452979605
244,40.75675477336381,-73.98129304117796
245,40.70571097700851,-74.01410313646855
246,40.70509305752376,-74.00798678137092
247,40.708477720156175,-74.00878603516084
248,40.73954038010208,-73.9863353907695
249,40.73954038010208,-73.9863353907695
250,40.7106903876494,-74.01211571237708
251,40.707161408451135,-74.01184057965838
252,40.70866770811586,-74.01008512324351
253,40.706252236627286,-74.00861065800484
254,40.713459666620814,-74.01478813789191
255,40.70646287927449,-74.00915136047135
256,40.791441583513695,-73.88407670841767
257,40.76254705954836,-73.95942247845736
258,40.77162204511818,-73.95133578007102
259,40.777615247467374,-73.98964583856647
260,40.71223200759137,-74.01577556804526
