Descriptor,Borough,hour,justHourSize
Food Preparation Location,Unspecified,14,7
Food Preparation Location,Unspecified,15,2
Food Preparation Location,Unspecified,18,1
Food Preparation Location,Unspecified,19,1
Food Preparation Location,Unspecified,20,2
Food Preparation Location,Unspecified,21,1
Food Preparation Location,Unspecified,22,1
Food Preparation Location,Unspecified,23,1
Food Protection,BRONX,0,4
Food Protection,BRONX,1,3
Food Protection,BRONX,2,1
Food Protection,BRONX,3,1
Food Protection,BRONX,5,3
Food Protection,BRONX,6,2
Food Protection,BRONX,8,3
Food Protection,BRONX,9,10
Food Protection,BRONX,10,11
Food Protection,BRONX,11,20
Food Protection,BRONX,12,15
Food Protection,BRONX,13,16
Food Protection,BRONX,14,22
Food Protection,BRONX,15,12
Food Protection,BRONX,16,14
Food Protection,BRONX,17,14
Food Protection,BRONX,18,11
Food Protection,BRONX,19,8
Food Protection,BRONX,20,10
Food Protection,BRONX,21,8
Food Protection,BRONX,22,10
Food Protection,BRONX,23,4
Food Protection,BROOKLYN,0,13
Food Protection,BROOKLYN,1,4
Food Protection,BROOKLYN,2,6
Food Protection,BROOKLYN,3,2
Food Protection,BROOKLYN,4,2
Food Protection,BROOKLYN,5,1
Food Protection,BROOKLYN,6,3
Food Protection,BROOKLYN,7,9
Food Protection,BROOKLYN,8,15
Food Protection,BROOKLYN,9,26
Food Protection,BROOKLYN,10,25
Food Protection,BROOKLYN,11,39
Food Protection,BROOKLYN,12,39
Food Protection,BROOKLYN,13,42
Food Protection,BROOKLYN,14,47
Food Protection,BROOKLYN,15,41
Food Protection,BROOKLYN,16,37
Food Protection,BROOKLYN,17,27
Food Protection,BROOKLYN,18,31
Food Protection,BROOKLYN,19,25
Food Protection,BROOKLYN,20,35
Food Protection,BROOKLYN,21,20
Food Protection,BROOKLYN,22,20
Food Protection,BROOKLYN,23,17
Food Protection,MANHATTAN,0,4
Food Protection,MANHATTAN,1,6
Food Protection,MANHATTAN,2,1
Food Protection,MANHATTAN,3,10
Food Protection,MANHATTAN,4,6
Food Protection,MANHATTAN,5,2
Food Protection,MANHATTAN,6,6
Food Protection,MANHATTAN,7,12
Food Protection,MANHATTAN,8,21
Food Protection,MANHATTAN,9,44
Food Protection,MANHATTAN,10,53
Food Protection,MANHATTAN,11,62
Food Protection,MANHATTAN,12,56
Food Protection,MANHATTAN,13,74
Food Protection,MANHATTAN,14,66
Food Protection,MANHATTAN,15,61
Food Protection,MANHATTAN,16,49
Food Protection,MANHATTAN,17,45
Food Protection,MANHATTAN,18,30
Food Protection,MANHATTAN,19,24
Food Protection,MANHATTAN,20,28
Food Protection,MANHATTAN,21,19
Food Protection,MANHATTAN,22,20
Food Protection,MANHATTAN,23,10
Food Protection,QUEENS,0,6
Food Protection,QUEENS,1,5
Food Protection,QUEENS,2,3
Food Protection,QUEENS,5,3
Food Protection,QUEENS,6,3
Food Protection,QUEENS,7,6
Food Protection,QUEENS,8,20
Food Protection,QUEENS,9,25
Food Protection,QUEENS,10,33
Food Protection,QUEENS,11,41
Food Protection,QUEENS,12,32
Food Protection,QUEENS,13,30
Food Protection,QUEENS,14,36
Food Protection,QUEENS,15,41
Food Protection,QUEENS,16,43
Food Protection,QUEENS,17,18
Food Protection,QUEENS,18,26
Food Protection,QUEENS,19,13
Food Protection,QUEENS,20,8
Food Protection,QUEENS,21,16
Food Protection,QUEENS,22,16
Food Protection,QUEENS,23,8
Food Protection,STATEN ISLAND,0,2
Food Protection,STATEN ISLAND,1,1
Food Protection,STATEN ISLAND,4,1
Food Protection,STATEN ISLAND,5,4
Food Protection,STATEN ISLAND,6,3
Food Protection,STATEN ISLAND,7,13
Food Protection,STATEN ISLAND,8,11
Food Protection,STATEN ISLAND,9,5
Food Protection,STATEN ISLAND,10,4
Food Protection,STATEN ISLAND,11,7
Food Protection,STATEN ISLAND,12,2
Food Protection,STATEN ISLAND,13,6
Food Protection,STATEN ISLAND,14,2
Food Protection,STATEN ISLAND,15,4
Food Protection,STATEN ISLAND,16,4
Food Protection,STATEN ISLAND,17,8
Food Protection,STATEN ISLAND,18,7
Food Protection,STATEN ISLAND,19,3
Food Protection,STATEN ISLAND,20,7
Food Protection,STATEN ISLAND,21,4
Food Protection,STATEN ISLAND,22,2
Food Protection,STATEN ISLAND,23,1
Food Protection,Unspecified,0,1
Food Protection,Unspecified,7,1
Food Protection,Unspecified,9,1
Food Protection,Unspecified,11,1
Food Protection,Unspecified,12,1
Food Protection,Unspecified,13,3
Food Protection,Unspecified,15,2
Food Protection,Unspecified,16,1
Food Protection,Unspecified,17,2
Food Protection,Unspecified,18,1
Food Protection,Unspecified,19,1
Food Protection,Unspecified,20,2
Food Protection,Unspecified,22,2
Food Service Establishment License,Unspecified,0,5
Food Service Establishment License,Unspecified,1,3
Food Service Establishment License,Unspecified,2,2
Food Service Establishment License,Unspecified,3,1
Food Service Establishment License,Unspecified,4,1
Food Service Establishment License,Unspecified,5,2
Food Service Establishment License,Unspecified,6,1
Food Service Establishment License,Unspecified,7,14
Food Service Establishment License,Unspecified,8,43
Food Service Establishment License,Unspecified,9,136
Food Service Establishment License,Unspecified,10,152
Food Service Establishment License,Unspecified,11,211
Food Service Establishment License,Unspecified,12,181
Food Service Establishment License,Unspecified,13,191
Food Service Establishment License,Unspecified,14,175
Food Service Establishment License,Unspecified,15,144
Food Service Establishment License,Unspecified,16,130
Food Service Establishment License,Unspecified,17,71
Food Service Establishment License,Unspecified,18,45
Food Service Establishment License,Unspecified,19,32
Food Service Establishment License,Unspecified,20,36
Food Service Establishment License,Unspecified,21,17
Food Service Establishment License,Unspecified,22,16
Food Service Establishment License,Unspecified,23,12
Food Source/Protection,BRONX,0,1
Food Source/Protection,BRONX,3,1
Food Source/Protection,BRONX,5,1
Food Source/Protection,BRONX,7,1
Food Source/Protection,BRONX,8,1
Food Source/Protection,BRONX,9,5
Food Source/Protection,BRONX,10,5
Food Source/Protection,BRONX,11,5
Food Source/Protection,BRONX,12,6
Food Source/Protection,BRONX,13,6
Food Source/Protection,BRONX,14,5
Food Source/Protection,BRONX,15,6
Food Source/Protection,BRONX,16,2
Food Source/Protection,BRONX,17,6
Food Source/Protection,BRONX,18,6
Food Source/Protection,BRONX,19,3
Food Source/Protection,BRONX,20,2
Food Source/Protection,BRONX,21,7
Food Source/Protection,BRONX,22,2
Food Source/Protection,BROOKLYN,6,2
Food Source/Protection,BROOKLYN,7,3
Food Source/Protection,BROOKLYN,8,3
Food Source/Protection,BROOKLYN,9,5
Food Source/Protection,BROOKLYN,10,8
Food Source/Protection,BROOKLYN,11,6
Food Source/Protection,BROOKLYN,12,4
Food Source/Protection,BROOKLYN,13,5
Food Source/Protection,BROOKLYN,14,6
Food Source/Protection,BROOKLYN,15,9
Food Source/Protection,BROOKLYN,16,6
Food Source/Protection,BROOKLYN,17,7
Food Source/Protection,BROOKLYN,18,6
Food Source/Protection,BROOKLYN,19,3
Food Source/Protection,BROOKLYN,20,4
Food Source/Protection,BROOKLYN,21,1
Food Source/Protection,BROOKLYN,22,3
Food Source/Protection,MANHATTAN,0,2
Food Source/Protection,MANHATTAN,1,5
Food Source/Protection,MANHATTAN,2,1
Food Source/Protection,MANHATTAN,4,3
Food Source/Protection,MANHATTAN,5,1
Food Source/Protection,MANHATTAN,6,3
Food Source/Protection,MANHATTAN,7,8
Food Source/Protection,MANHATTAN,8,15
Food Source/Protection,MANHATTAN,9,17
Food Source/Protection,MANHATTAN,10,19
Food Source/Protection,MANHATTAN,11,24
Food Source/Protection,MANHATTAN,12,23
Food Source/Protection,MANHATTAN,13,29
Food Source/Protection,MANHATTAN,14,32
Food Source/Protection,MANHATTAN,15,17
Food Source/Protection,MANHATTAN,16,22
Food Source/Protection,MANHATTAN,17,16
Food Source/Protection,MANHATTAN,18,12
Food Source/Protection,MANHATTAN,19,8
Food Source/Protection,MANHATTAN,20,17
Food Source/Protection,MANHATTAN,21,8
Food Source/Protection,MANHATTAN,22,2
Food Source/Protection,MANHATTAN,23,1
Food Source/Protection,QUEENS,0,1
Food Source/Protection,QUEENS,1,2
Food Source/Protection,QUEENS,3,3
Food Source/Protection,QUEENS,7,2
Food Source/Protection,QUEENS,8,6
Food Source/Protection,QUEENS,9,5
Food Source/Protection,QUEENS,10,8
Food Source/Protection,QUEENS,11,4
Food Source/Protection,QUEENS,12,12
Food Source/Protection,QUEENS,13,13
Food Source/Protection,QUEENS,14,11
Food Source/Protection,QUEENS,15,11
Food Source/Protection,QUEENS,16,6
Food Source/Protection,QUEENS,17,2
Food Source/Protection,QUEENS,18,6
Food Source/Protection,QUEENS,19,6
Food Source/Protection,QUEENS,20,6
Food Source/Protection,QUEENS,21,9
Food Source/Protection,QUEENS,22,2
Food Source/Protection,QUEENS,23,4
Food Source/Protection,STATEN ISLAND,5,1
Food Source/Protection,STATEN ISLAND,7,1
Food Source/Protection,STATEN ISLAND,8,2
Food Source/Protection,STATEN ISLAND,10,1
Food Source/Protection,STATEN ISLAND,11,2
Food Source/Protection,STATEN ISLAND,13,1
Food Source/Protection,STATEN ISLAND,14,1
Food Source/Protection,STATEN ISLAND,15,2
Food Source/Protection,STATEN ISLAND,16,3
Food Source/Protection,STATEN ISLAND,17,1
Food Source/Protection,STATEN ISLAND,20,1
Food Source/Protection,STATEN ISLAND,23,1
Food Source/Protection,Unspecified,10,1
Food Source/Protection,Unspecified,16,1
Food Spoiled,BRONX,0,13
Food Spoiled,BRONX,1,10
Food Spoiled,BRONX,2,6
Food Spoiled,BRONX,3,3
Food Spoiled,BRONX,4,4
Food Spoiled,BRONX,5,12
Food Spoiled,BRONX,6,11
Food Spoiled,BRONX,7,10
Food Spoiled,BRONX,8,35
Food Spoiled,BRONX,9,63
Food Spoiled,BRONX,10,63
Food Spoiled,BRONX,11,63
Food Spoiled,BRONX,12,75
Food Spoiled,BRONX,13,92
Food Spoiled,BRONX,14,92
Food Spoiled,BRONX,15,99
Food Spoiled,BRONX,16,63
Food Spoiled,BRONX,17,87
Food Spoiled,BRONX,18,56
Food Spoiled,BRONX,19,62
Food Spoiled,BRONX,20,63
Food Spoiled,BRONX,21,67
Food Spoiled,BRONX,22,28
Food Spoiled,BRONX,23,26
Food Spoiled,BROOKLYN,0,22
Food Spoiled,BROOKLYN,1,16
Food Spoiled,BROOKLYN,2,16
Food Spoiled,BROOKLYN,3,14
Food Spoiled,BROOKLYN,4,8
Food Spoiled,BROOKLYN,5,7
Food Spoiled,BROOKLYN,6,13
Food Spoiled,BROOKLYN,7,31
Food Spoiled,BROOKLYN,8,64
Food Spoiled,BROOKLYN,9,105
Food Spoiled,BROOKLYN,10,131
Food Spoiled,BROOKLYN,11,161
Food Spoiled,BROOKLYN,12,166
Food Spoiled,BROOKLYN,13,204
Food Spoiled,BROOKLYN,14,174
Food Spoiled,BROOKLYN,15,179
Food Spoiled,BROOKLYN,16,186
Food Spoiled,BROOKLYN,17,141
Food Spoiled,BROOKLYN,18,136
Food Spoiled,BROOKLYN,19,145
Food Spoiled,BROOKLYN,20,123
Food Spoiled,BROOKLYN,21,107
Food Spoiled,BROOKLYN,22,88
Food Spoiled,BROOKLYN,23,64
Food Spoiled,MANHATTAN,0,38
Food Spoiled,MANHATTAN,1,29
Food Spoiled,MANHATTAN,2,14
Food Spoiled,MANHATTAN,3,22
Food Spoiled,MANHATTAN,4,17
Food Spoiled,MANHATTAN,5,16
Food Spoiled,MANHATTAN,6,19
Food Spoiled,MANHATTAN,7,33
Food Spoiled,MANHATTAN,8,64
Food Spoiled,MANHATTAN,9,104
Food Spoiled,MANHATTAN,10,131
Food Spoiled,MANHATTAN,11,171
Food Spoiled,MANHATTAN,12,164
Food Spoiled,MANHATTAN,13,172
Food Spoiled,MANHATTAN,14,187
Food Spoiled,MANHATTAN,15,203
Food Spoiled,MANHATTAN,16,158
Food Spoiled,MANHATTAN,17,129
Food Spoiled,MANHATTAN,18,125
Food Spoiled,MANHATTAN,19,121
Food Spoiled,MANHATTAN,20,99
Food Spoiled,MANHATTAN,21,95
Food Spoiled,MANHATTAN,22,72
Food Spoiled,MANHATTAN,23,65
Food Spoiled,QUEENS,0,34
Food Spoiled,QUEENS,1,27
Food Spoiled,QUEENS,2,16
Food Spoiled,QUEENS,3,10
Food Spoiled,QUEENS,4,11
Food Spoiled,QUEENS,5,14
Food Spoiled,QUEENS,6,13
Food Spoiled,QUEENS,7,23
Food Spoiled,QUEENS,8,50
Food Spoiled,QUEENS,9,86
Food Spoiled,QUEENS,10,133
Food Spoiled,QUEENS,11,142
Food Spoiled,QUEENS,12,117
Food Spoiled,QUEENS,13,154
Food Spoiled,QUEENS,14,169
Food Spoiled,QUEENS,15,161
Food Spoiled,QUEENS,16,154
Food Spoiled,QUEENS,17,99
Food Spoiled,QUEENS,18,134
Food Spoiled,QUEENS,19,128
Food Spoiled,QUEENS,20,102
Food Spoiled,QUEENS,21,104
Food Spoiled,QUEENS,22,96
Food Spoiled,QUEENS,23,49
Food Spoiled,STATEN ISLAND,0,4
Food Spoiled,STATEN ISLAND,2,1
Food Spoiled,STATEN ISLAND,4,3
Food Spoiled,STATEN ISLAND,5,3
Food Spoiled,STATEN ISLAND,6,2
Food Spoiled,STATEN ISLAND,7,1
Food Spoiled,STATEN ISLAND,8,7
Food Spoiled,STATEN ISLAND,9,14
Food Spoiled,STATEN ISLAND,10,13
Food Spoiled,STATEN ISLAND,11,24
Food Spoiled,STATEN ISLAND,12,20
Food Spoiled,STATEN ISLAND,13,23
Food Spoiled,STATEN ISLAND,14,19
Food Spoiled,STATEN ISLAND,15,19
Food Spoiled,STATEN ISLAND,16,15
Food Spoiled,STATEN ISLAND,17,14
Food Spoiled,STATEN ISLAND,18,23
Food Spoiled,STATEN ISLAND,19,12
Food Spoiled,STATEN ISLAND,20,19
Food Spoiled,STATEN ISLAND,21,13
Food Spoiled,STATEN ISLAND,22,12
Food Spoiled,STATEN ISLAND,23,6
Food Spoiled,Unspecified,0,2
Food Spoiled,Unspecified,6,1
Food Spoiled,Unspecified,7,1
Food Spoiled,Unspecified,9,3
Food Spoiled,Unspecified,10,4
Food Spoiled,Unspecified,11,4
Food Spoiled,Unspecified,12,4
Food Spoiled,Unspecified,13,3
Food Spoiled,Unspecified,14,7
Food Spoiled,Unspecified,15,4
Food Spoiled,Unspecified,16,1
Food Spoiled,Unspecified,17,3
Food Spoiled,Unspecified,19,1
Food Spoiled,Unspecified,20,4
Food Spoiled,Unspecified,21,3
Food Spoiled,Unspecified,22,3
Food Spoiled,Unspecified,23,1
Food Stamp,MANHATTAN,14,1
Food Stamp,Unspecified,0,671
Food Stamp,Unspecified,1,427
Food Stamp,Unspecified,2,268
Food Stamp,Unspecified,3,190
Food Stamp,Unspecified,4,160
Food Stamp,Unspecified,5,184
Food Stamp,Unspecified,6,279
Food Stamp,Unspecified,7,581
Food Stamp,Unspecified,8,1193
Food Stamp,Unspecified,9,2219
Food Stamp,Unspecified,10,2908
Food Stamp,Unspecified,11,3266
Food Stamp,Unspecified,12,3159
Food Stamp,Unspecified,13,3138
Food Stamp,Unspecified,14,3081
Food Stamp,Unspecified,15,2818
Food Stamp,Unspecified,16,2584
Food Stamp,Unspecified,17,2030
Food Stamp,Unspecified,18,1795
Food Stamp,Unspecified,19,1628
Food Stamp,Unspecified,20,1612
Food Stamp,Unspecified,21,1406
Food Stamp,Unspecified,22,1242
Food Stamp,Unspecified,23,917
Food Temperature,BRONX,0,8
Food Temperature,BRONX,1,3
Food Temperature,BRONX,2,6
Food Temperature,BRONX,3,2
Food Temperature,BRONX,5,4
Food Temperature,BRONX,6,3
Food Temperature,BRONX,7,4
Food Temperature,BRONX,8,7
Food Temperature,BRONX,9,15
Food Temperature,BRONX,10,14
Food Temperature,BRONX,11,12
Food Temperature,BRONX,12,24
Food Temperature,BRONX,13,19
Food Temperature,BRONX,14,36
Food Temperature,BRONX,15,31
Food Temperature,BRONX,16,24
Food Temperature,BRONX,17,18
Food Temperature,BRONX,18,10
Food Temperature,BRONX,19,19
Food Temperature,BRONX,20,18
Food Temperature,BRONX,21,12
Food Temperature,BRONX,22,18
Food Temperature,BRONX,23,7
Food Temperature,BROOKLYN,0,11
Food Temperature,BROOKLYN,1,9
Food Temperature,BROOKLYN,2,5
Food Temperature,BROOKLYN,3,2
Food Temperature,BROOKLYN,4,3
Food Temperature,BROOKLYN,6,5
Food Temperature,BROOKLYN,7,7
Food Temperature,BROOKLYN,8,20
Food Temperature,BROOKLYN,9,30
Food Temperature,BROOKLYN,10,32
Food Temperature,BROOKLYN,11,31
Food Temperature,BROOKLYN,12,55
Food Temperature,BROOKLYN,13,69
Food Temperature,BROOKLYN,14,55
Food Temperature,BROOKLYN,15,55
Food Temperature,BROOKLYN,16,48
Food Temperature,BROOKLYN,17,31
Food Temperature,BROOKLYN,18,35
Food Temperature,BROOKLYN,19,31
Food Temperature,BROOKLYN,20,26
Food Temperature,BROOKLYN,21,35
Food Temperature,BROOKLYN,22,23
Food Temperature,BROOKLYN,23,21
Food Temperature,MANHATTAN,0,21
Food Temperature,MANHATTAN,1,22
Food Temperature,MANHATTAN,2,4
Food Temperature,MANHATTAN,3,2
Food Temperature,MANHATTAN,4,8
Food Temperature,MANHATTAN,5,9
Food Temperature,MANHATTAN,6,13
Food Temperature,MANHATTAN,7,20
Food Temperature,MANHATTAN,8,34
Food Temperature,MANHATTAN,9,30
Food Temperature,MANHATTAN,10,52
Food Temperature,MANHATTAN,11,56
Food Temperature,MANHATTAN,12,87
Food Temperature,MANHATTAN,13,119
Food Temperature,MANHATTAN,14,93
Food Temperature,MANHATTAN,15,80
Food Temperature,MANHATTAN,16,79
Food Temperature,MANHATTAN,17,55
Food Temperature,MANHATTAN,18,44
Food Temperature,MANHATTAN,19,47
Food Temperature,MANHATTAN,20,36
Food Temperature,MANHATTAN,21,38
Food Temperature,MANHATTAN,22,29
Food Temperature,MANHATTAN,23,20
Food Temperature,QUEENS,0,8
Food Temperature,QUEENS,1,6
Food Temperature,QUEENS,2,2
Food Temperature,QUEENS,3,3
Food Temperature,QUEENS,4,2
Food Temperature,QUEENS,5,3
Food Temperature,QUEENS,6,4
Food Temperature,QUEENS,7,3
Food Temperature,QUEENS,8,20
Food Temperature,QUEENS,9,33
Food Temperature,QUEENS,10,31
Food Temperature,QUEENS,11,31
Food Temperature,QUEENS,12,48
Food Temperature,QUEENS,13,50
Food Temperature,QUEENS,14,59
Food Temperature,QUEENS,15,37
Food Temperature,QUEENS,16,34
Food Temperature,QUEENS,17,27
Food Temperature,QUEENS,18,39
Food Temperature,QUEENS,19,30
Food Temperature,QUEENS,20,21
Food Temperature,QUEENS,21,30
Food Temperature,QUEENS,22,18
Food Temperature,QUEENS,23,23
Food Temperature,STATEN ISLAND,0,2
Food Temperature,STATEN ISLAND,1,1
Food Temperature,STATEN ISLAND,2,1
Food Temperature,STATEN ISLAND,4,3
Food Temperature,STATEN ISLAND,5,4
Food Temperature,STATEN ISLAND,7,3
Food Temperature,STATEN ISLAND,8,2
Food Temperature,STATEN ISLAND,9,3
Food Temperature,STATEN ISLAND,10,5
Food Temperature,STATEN ISLAND,11,7
Food Temperature,STATEN ISLAND,12,12
Food Temperature,STATEN ISLAND,13,7
Food Temperature,STATEN ISLAND,14,12
Food Temperature,STATEN ISLAND,15,4
Food Temperature,STATEN ISLAND,16,2
Food Temperature,STATEN ISLAND,17,2
Food Temperature,STATEN ISLAND,18,3
Food Temperature,STATEN ISLAND,19,6
Food Temperature,STATEN ISLAND,20,6
Food Temperature,STATEN ISLAND,21,4
Food Temperature,STATEN ISLAND,22,3
Food Temperature,STATEN ISLAND,23,3
Food Temperature,Unspecified,0,1
Food Temperature,Unspecified,2,1
Food Temperature,Unspecified,8,1
Food Temperature,Unspecified,10,2
Food Temperature,Unspecified,11,2
Food Temperature,Unspecified,13,2
Food Temperature,Unspecified,14,2
Food Temperature,Unspecified,17,1
Food Temperature,Unspecified,20,2
Food Temperature,Unspecified,22,1
Food Worker Activity,BRONX,0,4
Food Worker Activity,BRONX,1,1
Food Worker Activity,BRONX,2,1
Food Worker Activity,BRONX,6,2
Food Worker Activity,BRONX,7,2
Food Worker Activity,BRONX,8,6
Food Worker Activity,BRONX,9,5
Food Worker Activity,BRONX,10,4
Food Worker Activity,BRONX,11,8
Food Worker Activity,BRONX,12,12
Food Worker Activity,BRONX,13,12
Food Worker Activity,BRONX,14,14
Food Worker Activity,BRONX,15,4
Food Worker Activity,BRONX,16,11
Food Worker Activity,BRONX,17,8
Food Worker Activity,BRONX,18,9
Food Worker Activity,BRONX,19,8
Food Worker Activity,BRONX,20,8
Food Worker Activity,BRONX,21,8
Food Worker Activity,BRONX,22,5
Food Worker Activity,BRONX,23,7
Food Worker Activity,BROOKLYN,0,6
Food Worker Activity,BROOKLYN,1,1
Food Worker Activity,BROOKLYN,2,1
Food Worker Activity,BROOKLYN,3,2
Food Worker Activity,BROOKLYN,4,2
Food Worker Activity,BROOKLYN,5,1
Food Worker Activity,BROOKLYN,6,1
Food Worker Activity,BROOKLYN,7,5
Food Worker Activity,BROOKLYN,8,10
Food Worker Activity,BROOKLYN,9,11
Food Worker Activity,BROOKLYN,10,17
Food Worker Activity,BROOKLYN,11,31
Food Worker Activity,BROOKLYN,12,20
Food Worker Activity,BROOKLYN,13,20
Food Worker Activity,BROOKLYN,14,24
Food Worker Activity,BROOKLYN,15,18
Food Worker Activity,BROOKLYN,16,12
Food Worker Activity,BROOKLYN,17,14
Food Worker Activity,BROOKLYN,18,15
Food Worker Activity,BROOKLYN,19,13
Food Worker Activity,BROOKLYN,20,12
Food Worker Activity,BROOKLYN,21,10
Food Worker Activity,BROOKLYN,22,13
Food Worker Activity,BROOKLYN,23,9
Food Worker Activity,MANHATTAN,0,18
Food Worker Activity,MANHATTAN,1,5
Food Worker Activity,MANHATTAN,2,9
Food Worker Activity,MANHATTAN,3,4
Food Worker Activity,MANHATTAN,4,3
Food Worker Activity,MANHATTAN,5,5
Food Worker Activity,MANHATTAN,6,6
Food Worker Activity,MANHATTAN,7,15
Food Worker Activity,MANHATTAN,8,16
Food Worker Activity,MANHATTAN,9,35
Food Worker Activity,MANHATTAN,10,31
Food Worker Activity,MANHATTAN,11,47
Food Worker Activity,MANHATTAN,12,88
Food Worker Activity,MANHATTAN,13,83
Food Worker Activity,MANHATTAN,14,98
Food Worker Activity,MANHATTAN,15,55
Food Worker Activity,MANHATTAN,16,50
Food Worker Activity,MANHATTAN,17,51
Food Worker Activity,MANHATTAN,18,37
Food Worker Activity,MANHATTAN,19,22
Food Worker Activity,MANHATTAN,20,18
Food Worker Activity,MANHATTAN,21,18
Food Worker Activity,MANHATTAN,22,19
Food Worker Activity,MANHATTAN,23,18
Food Worker Activity,QUEENS,0,11
Food Worker Activity,QUEENS,1,3
Food Worker Activity,QUEENS,2,2
Food Worker Activity,QUEENS,3,3
Food Worker Activity,QUEENS,4,1
Food Worker Activity,QUEENS,5,3
Food Worker Activity,QUEENS,6,3
Food Worker Activity,QUEENS,7,3
Food Worker Activity,QUEENS,8,14
Food Worker Activity,QUEENS,9,14
Food Worker Activity,QUEENS,10,18
Food Worker Activity,QUEENS,11,20
Food Worker Activity,QUEENS,12,16
Food Worker Activity,QUEENS,13,15
Food Worker Activity,QUEENS,14,24
Food Worker Activity,QUEENS,15,22
Food Worker Activity,QUEENS,16,20
Food Worker Activity,QUEENS,17,19
Food Worker Activity,QUEENS,18,17
Food Worker Activity,QUEENS,19,12
Food Worker Activity,QUEENS,20,8
Food Worker Activity,QUEENS,21,16
Food Worker Activity,QUEENS,22,14
Food Worker Activity,QUEENS,23,10
Food Worker Activity,STATEN ISLAND,0,1
Food Worker Activity,STATEN ISLAND,1,3
Food Worker Activity,STATEN ISLAND,3,1
Food Worker Activity,STATEN ISLAND,7,1
Food Worker Activity,STATEN ISLAND,8,2
Food Worker Activity,STATEN ISLAND,9,4
Food Worker Activity,STATEN ISLAND,10,3
Food Worker Activity,STATEN ISLAND,11,2
Food Worker Activity,STATEN ISLAND,12,4
Food Worker Activity,STATEN ISLAND,13,5
